scenario_subdir,user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
tol_7p5km_int_5min,abboip,direct_ctw,5,nearest,,7.5,95.0,0.9999999999996584,0.0507636668016319,1.978427817084959,2.112336051240248
tol_7p5km_int_5min,abboip,markov_order_1,5,nearest,,7.5,95.0,0.9999999999996584,0.0369473935823503,1.978427817084959,2.112336051240248
tol_7p5km_int_5min,abboip,markov_order_2,5,nearest,,7.5,95.0,0.9999999999996584,0.0293937606170325,1.978427817084959,2.112336051240248
tol_7p5km_int_5min,abboip,vq_ctw,5,nearest,256.0,7.5,95.0,1.0,0.0,5.791337732520158,5.791337732520158
tol_7p5km_int_5min,abboip,vq_ctw,5,nearest,512.0,7.5,95.0,1.0,0.0,6.402706006437963,6.402706006437963
tol_7p5km_int_5min,abboip,vq_ctw,5,nearest,1024.0,7.5,95.0,1.0,0.0,6.7023885588754,6.7023885588754
tol_7p5km_int_5min,abdrem,direct_ctw,5,nearest,,7.5,36.0,1.0,0.0,2.0445530430098326,2.166873162436388
tol_7p5km_int_5min,abdrem,markov_order_1,5,nearest,,7.5,36.0,1.0,0.0,2.0445530430098326,2.166873162436388
tol_7p5km_int_5min,abdrem,markov_order_2,5,nearest,,7.5,36.0,1.0,0.0,2.0445530430098326,2.166873162436388
tol_7p5km_int_5min,abdrem,vq_ctw,5,nearest,256.0,7.5,36.0,1.0,0.0,5.440112207225387,5.440112207225387
tol_7p5km_int_5min,abdrem,vq_ctw,5,nearest,512.0,7.5,36.0,1.0,0.0,7.077314183530316,7.077314183530316
tol_7p5km_int_5min,abdrem,vq_ctw,5,nearest,1024.0,7.5,36.0,1.0,0.0,7.092951028903279,7.092951028903279
tol_7p5km_int_5min,abgibo,direct_ctw,5,nearest,,7.5,85.0,0.981240460221385,0.3032434382253187,2.546636533780008,2.738988065386703
tol_7p5km_int_5min,abgibo,markov_order_1,5,nearest,,7.5,85.0,0.9572602058763796,0.4442813859107868,2.546636533780008,2.738988065386703
tol_7p5km_int_5min,abgibo,markov_order_2,5,nearest,,7.5,85.0,0.9525235589473456,0.4747672755734913,2.546636533780008,2.738988065386703
tol_7p5km_int_5min,abgibo,vq_ctw,5,nearest,256.0,7.5,85.0,1.0,0.0,6.019888629147757,6.019888629147757
tol_7p5km_int_5min,abgibo,vq_ctw,5,nearest,512.0,7.5,85.0,1.0,0.0,7.562579780678829,7.562579780678829
tol_7p5km_int_5min,abgibo,vq_ctw,5,nearest,1024.0,7.5,85.0,1.0,0.0,7.899473759828245,7.899473759828245
tol_7p5km_int_5min,abjool,direct_ctw,5,nearest,,7.5,18.0,1.0,0.0,2.016398020027805,2.183562382116573
tol_7p5km_int_5min,abjool,markov_order_1,5,nearest,,7.5,18.0,1.0,0.0,2.016398020027805,2.183562382116573
tol_7p5km_int_5min,abjool,markov_order_2,5,nearest,,7.5,18.0,1.0,0.0,2.016398020027805,2.183562382116573
tol_7p5km_int_5min,abjool,vq_ctw,5,nearest,256.0,7.5,18.0,1.0,0.0,5.741241792406776,5.741241792406776
tol_7p5km_int_5min,abjool,vq_ctw,5,nearest,512.0,7.5,18.0,1.0,0.0,5.709033674822685,5.709033674822685
tol_7p5km_int_5min,abjool,vq_ctw,5,nearest,1024.0,7.5,18.0,1.0,0.0,6.064986053491644,6.064986053491644
tol_7p5km_int_5min,abmuya,direct_ctw,5,nearest,,7.5,96.0,1.0,0.0,2.1112543756429214,2.2287583610597363
tol_7p5km_int_5min,abmuya,markov_order_1,5,nearest,,7.5,96.0,1.0,0.0,2.1112543756429214,2.2287583610597363
tol_7p5km_int_5min,abmuya,markov_order_2,5,nearest,,7.5,96.0,1.0,0.0,2.1112543756429214,2.2287583610597363
tol_7p5km_int_5min,abmuya,vq_ctw,5,nearest,256.0,7.5,96.0,1.0,0.0,5.684188594144705,5.684188594144705
tol_7p5km_int_5min,abmuya,vq_ctw,5,nearest,512.0,7.5,96.0,1.0,0.0,6.037956786531772,6.037956786531772
tol_7p5km_int_5min,abmuya,vq_ctw,5,nearest,1024.0,7.5,96.0,1.0,0.0,6.125952811098475,6.125952811098475
tol_7p5km_int_5min,abniar,direct_ctw,5,nearest,,7.5,79.0,0.9999999999990332,0.1654963233152823,2.0272693423309374,2.166850162523356
tol_7p5km_int_5min,abniar,markov_order_1,5,nearest,,7.5,79.0,0.9999999999990332,0.2082708132854236,2.0272693423309374,2.166850162523356
tol_7p5km_int_5min,abniar,markov_order_2,5,nearest,,7.5,79.0,0.9999999999990332,0.2073238194767736,2.0272693423309374,2.166850162523356
tol_7p5km_int_5min,abniar,vq_ctw,5,nearest,256.0,7.5,79.0,1.0,0.0,5.803042758040318,5.803042758040318
tol_7p5km_int_5min,abniar,vq_ctw,5,nearest,512.0,7.5,79.0,1.0,0.0,6.719597683700713,6.719597683700713
tol_7p5km_int_5min,abniar,vq_ctw,5,nearest,1024.0,7.5,79.0,1.0,0.0,6.778565453241898,6.778565453241898
tol_7p5km_int_5min,abnovk,direct_ctw,5,nearest,,7.5,50.0,0.9999999999993888,0.108254039191455,2.209313003247765,2.393256779206045
tol_7p5km_int_5min,abnovk,markov_order_1,5,nearest,,7.5,50.0,0.9999999999993888,0.1186425648066338,2.209313003247765,2.393256779206045
tol_7p5km_int_5min,abnovk,markov_order_2,5,nearest,,7.5,50.0,0.9999999999993888,0.1337057144505499,2.209313003247765,2.393256779206045
tol_7p5km_int_5min,abnovk,vq_ctw,5,nearest,256.0,7.5,50.0,1.0,0.0,5.970150987535979,5.970150987535979
tol_7p5km_int_5min,abnovk,vq_ctw,5,nearest,512.0,7.5,50.0,1.0,0.0,7.553506420357768,7.553506420357768
tol_7p5km_int_5min,abnovk,vq_ctw,5,nearest,1024.0,7.5,50.0,1.0,0.0,7.404867466026969,7.404867466026969
tol_7p5km_int_5min,abtyff,direct_ctw,5,nearest,,7.5,74.0,1.0,0.0,2.05705035162152,2.2041104696518787
tol_7p5km_int_5min,abtyff,markov_order_1,5,nearest,,7.5,74.0,1.0,0.0,2.05705035162152,2.2041104696518787
tol_7p5km_int_5min,abtyff,markov_order_2,5,nearest,,7.5,74.0,1.0,0.0,2.05705035162152,2.2041104696518787
tol_7p5km_int_5min,abtyff,vq_ctw,5,nearest,256.0,7.5,74.0,1.0,0.0,5.565242939271446,5.565242939271446
tol_7p5km_int_5min,abtyff,vq_ctw,5,nearest,512.0,7.5,74.0,1.0,0.0,6.547526419519043,6.547526419519043
tol_7p5km_int_5min,abtyff,vq_ctw,5,nearest,1024.0,7.5,74.0,1.0,0.0,6.715897780843586,6.715897780843586
tol_7p5km_int_5min,abwecn,direct_ctw,5,nearest,,7.5,71.0,0.9999999999995696,0.1275737528304314,1.8677337339050013,2.034365102351376
tol_7p5km_int_5min,abwecn,markov_order_1,5,nearest,,7.5,71.0,0.9999999999995696,0.1748365677990375,1.8677337339050013,2.034365102351376
tol_7p5km_int_5min,abwecn,markov_order_2,5,nearest,,7.5,71.0,0.9999999999995696,0.145699721866946,1.8677337339050013,2.034365102351376
tol_7p5km_int_5min,abwecn,vq_ctw,5,nearest,256.0,7.5,71.0,1.0,0.0,5.829554485467353,5.829554485467353
tol_7p5km_int_5min,abwecn,vq_ctw,5,nearest,512.0,7.5,71.0,1.0,0.0,6.619402830878786,6.619402830878786
tol_7p5km_int_5min,abwecn,vq_ctw,5,nearest,1024.0,7.5,71.0,1.0,0.0,6.6147775357788055,6.6147775357788055
tol_7p5km_int_5min,abyalw,direct_ctw,5,nearest,,7.5,103.0,1.0,0.0,2.1620970953452643,2.263974544965976
tol_7p5km_int_5min,abyalw,markov_order_1,5,nearest,,7.5,103.0,1.0,0.0,2.1620970953452643,2.263974544965976
tol_7p5km_int_5min,abyalw,markov_order_2,5,nearest,,7.5,103.0,1.0,0.0,2.1620970953452643,2.263974544965976
tol_7p5km_int_5min,abyalw,vq_ctw,5,nearest,256.0,7.5,103.0,1.0,0.0,5.553678453343371,5.553678453343371
tol_7p5km_int_5min,abyalw,vq_ctw,5,nearest,512.0,7.5,103.0,1.0,0.0,6.3211289254125305,6.3211289254125305
