scenario_subdir,user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
tol_2p5km_int_15min,abboip,direct_ctw,15,linear,,2.5,2014.0,0.8456151285201849,1.4584387139432828,0.9605794752671885,1.0211688010443771
tol_2p5km_int_15min,abboip,markov_order_1,15,linear,,2.5,2014.0,0.7232141250856413,2.352947726354789,0.9605794752671885,1.0211688010443771
tol_2p5km_int_15min,abboip,markov_order_2,15,linear,,2.5,2014.0,0.6858280732991182,2.602710731423768,0.9605794752671885,1.0211688010443771
tol_2p5km_int_15min,abboip,vq_ctw,15,linear,256.0,2.5,2014.0,0.8573149268624678,1.1344805258481658,2.3800890633203213,2.3800890633203213
tol_2p5km_int_15min,abcoij,direct_ctw,15,linear,,2.5,1147.0,0.9844349063923206,0.1733545200125123,0.9454637234902896,0.9986040801002156
tol_2p5km_int_15min,abcoij,markov_order_1,15,linear,,2.5,1147.0,0.963850630417237,0.3581182189024013,0.9454637234902896,0.9986040801002156
tol_2p5km_int_15min,abcoij,markov_order_2,15,linear,,2.5,1147.0,0.9633553245503036,0.3622921602618474,0.9454637234902896,0.9986040801002156
tol_2p5km_int_15min,abcoij,vq_ctw,15,linear,256.0,2.5,1147.0,0.9695893660673094,0.2974689443732137,2.115409572598314,2.115409572598314
tol_2p5km_int_15min,abdrem,direct_ctw,15,linear,,2.5,2006.0,0.7908532680297506,2.138308314074432,0.9653741326006776,1.027653635508402
tol_2p5km_int_15min,abdrem,markov_order_1,15,linear,,2.5,2006.0,0.5701513684178696,3.859936521201463,0.9653741326006776,1.027653635508402
tol_2p5km_int_15min,abdrem,markov_order_2,15,linear,,2.5,2006.0,0.4697348708578526,4.542973495265894,0.9653741326006776,1.027653635508402
tol_2p5km_int_15min,abdrem,vq_ctw,15,linear,256.0,2.5,2006.0,0.7828621333459324,1.6032406772826495,3.912060992988724,3.912060992988724
tol_2p5km_int_15min,abgibo,direct_ctw,15,linear,,2.5,2015.0,0.8046354450919626,1.9712825506029652,0.9416221228594674,1.0103536954311427
tol_2p5km_int_15min,abgibo,markov_order_1,15,linear,,2.5,2015.0,0.6214929006816717,3.3956806593684545,0.9416221228594674,1.0103536954311427
tol_2p5km_int_15min,abgibo,markov_order_2,15,linear,,2.5,2015.0,0.5298556920023969,4.026539752701693,0.9416221228594674,1.0103536954311427
tol_2p5km_int_15min,abgibo,vq_ctw,15,linear,256.0,2.5,2015.0,0.7910704684612572,1.5349004702578046,3.0446796577820106,3.0446796577820106
tol_2p5km_int_15min,abjool,direct_ctw,15,linear,,2.5,2015.0,0.9574213444129728,0.4835904361186395,0.9987662504457614,1.040988280930519
tol_2p5km_int_15min,abjool,markov_order_1,15,linear,,2.5,2015.0,0.900327718277476,1.0054204708929873,0.9987662504457614,1.040988280930519
tol_2p5km_int_15min,abjool,markov_order_2,15,linear,,2.5,2015.0,0.892993857341149,1.067830093182974,0.9987662504457614,1.040988280930519
tol_2p5km_int_15min,abjool,vq_ctw,15,linear,256.0,2.5,2015.0,0.9577878236004774,0.4085482006045897,2.074767753087756,2.074767753087756
