scenario_subdir,user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
tol_5km_int_15min,abboip,direct_ctw,15,linear,,5.0,2014.0,0.8921007548334616,0.974716052785363,1.592103909639261,1.7489958745078331
tol_5km_int_15min,abboip,direct_ctw,15,nearest,,5.0,221.0,0.8456550785049001,0.9092064181880498,1.6010385492295105,1.7839426072402933
tol_5km_int_15min,abboip,markov_order_1,15,linear,,5.0,2014.0,0.8560640623029185,1.2363270528497068,1.592103909639261,1.7489958745078331
tol_5km_int_15min,abboip,markov_order_1,15,nearest,,5.0,221.0,0.7221674938851368,1.3770907077004528,1.6010385492295105,1.7839426072402933
tol_5km_int_15min,abboip,markov_order_2,15,linear,,5.0,2014.0,0.8441874666598261,1.319032356352178,1.592103909639261,1.7489958745078331
tol_5km_int_15min,abboip,markov_order_2,15,nearest,,5.0,221.0,0.720994459877162,1.381705387330573,1.6010385492295105,1.7839426072402933
tol_5km_int_15min,abboip,vq_ctw,15,linear,256.0,5.0,2014.0,0.9999999999980904,0.0407806661352968,3.614151514773763,3.614151514773763
tol_5km_int_15min,abboip,vq_ctw,15,nearest,256.0,5.0,221.0,0.9847334614029646,0.179664457060727,4.093709360908628,4.093709360908628
tol_5km_int_15min,abboip,vq_ctw,15,linear,512.0,5.0,2014.0,0.9914065273905356,0.0912708383299344,3.598800717374398,3.598800717374398
tol_5km_int_15min,abboip,vq_ctw,15,nearest,512.0,5.0,221.0,0.999999999999421,0.0591857518404157,4.078181469018581,4.078181469018581
tol_5km_int_15min,abboip,vq_ctw,15,linear,1024.0,5.0,2014.0,0.9977610894992772,0.0264841365939063,3.7489810194958033,3.7489810194958033
tol_5km_int_15min,abboip,vq_ctw,15,nearest,1024.0,5.0,221.0,0.9999999999997236,0.0390999562935167,4.209174475051694,4.209174475051694
tol_5km_int_15min,abcoij,direct_ctw,15,linear,,5.0,1147.0,0.9885112697219716,0.1171843672539904,2.122961560741805,2.206757431318134
tol_5km_int_15min,abcoij,markov_order_1,15,linear,,5.0,1147.0,0.9834630652612184,0.1599252612193857,2.122961560741805,2.206757431318134
tol_5km_int_15min,abcoij,markov_order_2,15,linear,,5.0,1147.0,0.9839188644245366,0.1561711000204056,2.122961560741805,2.206757431318134
