user_id,start_time,end_time,mode
oirzgo,2008-05-18T07:30:00,2008-06-07T23:30:00,taxi
oivnab,2008-05-18T01:30:00,2008-06-07T23:30:00,taxi
ojachm,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojbaso,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojfann,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojfequ,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojfiez,2008-05-18T00:30:00,2008-06-07T15:00:00,taxi
ojpoot,2008-05-18T00:00:00,2008-06-07T23:30:00,taxi
ojroig,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojumna,2008-05-18T07:00:00,2008-06-07T23:30:00,taxi
ojvigh,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ojwyky,2008-05-18T00:30:00,2008-06-07T15:30:00,taxi
okavka,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
okblah,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
okchym,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
okneyd,2008-05-26T09:00:00,2008-06-07T23:30:00,taxi
oknsco,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
okquak,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oksbos,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oktuls,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
okvats,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oljnek,2008-05-18T00:30:00,2008-06-07T19:00:00,taxi
omcuky,2008-05-18T08:30:00,2008-06-07T23:00:00,taxi
omdrid,2008-05-18T00:30:00,2008-05-24T02:30:00,taxi
omluaj,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
omwyek,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onanns,2008-05-18T00:30:00,2008-05-20T15:30:00,taxi
oncalk,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oncixp,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
onghoj,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onkawc,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ononma,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onvahe,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onwohy,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onyacj,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
onyenr,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oocsod,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oogchy,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ootquo,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ootyec,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oowfmu,2008-05-19T12:30:00,2008-05-21T08:30:00,taxi
opgove,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ophgir,2008-05-18T00:30:00,2008-06-07T15:30:00,taxi
ophugb,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
opjerm,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
opmisa,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
opnown,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oquiat,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
orkbat,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
orocdu,2008-05-18T00:30:00,2008-05-31T01:30:00,taxi
orptme,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
orrrar,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
orsyal,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
osacmu,2008-05-18T00:30:00,2008-05-25T19:00:00,taxi
osckro,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oshyon,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
osocce,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
otasfi,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
otfaho,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
otmego,2008-05-18T01:00:00,2008-06-07T16:00:00,taxi
otscok,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
otswra,2008-05-21T18:30:00,2008-06-07T23:00:00,taxi
otvasd,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ouvdan,2008-05-18T08:00:00,2008-06-07T23:30:00,taxi
ovkojy,2008-05-18T00:30:00,2008-06-07T16:00:00,taxi
ovnacg,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
ovyijn,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
owbsus,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
owgves,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
owhagm,2008-05-21T13:00:00,2008-06-07T23:00:00,taxi
owufre,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
oxdogh,2008-05-19T05:30:00,2008-06-07T23:00:00,taxi
oyclsd,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oydtes,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oygmeb,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
oygvar,2008-05-18T07:00:00,2008-06-07T22:00:00,taxi
ubgiho,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ubjajo,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ubjaju,2008-05-18T00:30:00,2008-06-07T15:30:00,taxi
ubnank,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ubzach,2008-05-18T00:30:00,2008-06-04T22:30:00,taxi
ucbiya,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ucdewy,2008-05-25T21:30:00,2008-06-07T23:30:00,taxi
ucgewf,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uchjaf,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
ucovla,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ucvepn,2008-05-18T11:00:00,2008-06-07T23:30:00,taxi
udguic,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
udthon,2008-05-18T07:00:00,2008-06-07T23:30:00,taxi
udtiog,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
udveoy,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
udwadl,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
udwebi,2008-05-18T05:00:00,2008-06-06T16:00:00,taxi
udwiul,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ufdoyn,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ugatna,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ugdifb,2008-05-18T01:30:00,2008-06-07T13:00:00,taxi
uggdye,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ugifma,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ugthfu,2008-05-18T08:00:00,2008-06-07T22:30:00,taxi
ujhuki,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ujkiwe,2008-05-18T04:00:00,2008-06-07T23:00:00,taxi
ujnaww,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ujtosh,2008-05-24T15:00:00,2008-06-07T23:30:00,taxi
ujtrud,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ukgoaf,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
uklsdr,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uljior,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
umhenw,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
umsmth,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
umvohu,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
unquek,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
unwrai,2008-06-02T17:00:00,2008-06-07T23:30:00,taxi
upchim,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
upsjav,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
upthin,2008-05-18T03:30:00,2008-06-07T23:30:00,taxi
urfhod,2008-05-19T14:30:00,2008-06-07T23:30:00,taxi
usadri,2008-05-18T01:00:00,2008-06-07T23:00:00,taxi
usbekh,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
ushfeo,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uthiss,2008-05-18T01:30:00,2008-06-07T23:00:00,taxi
uthomo,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uthsyi,2008-05-18T15:30:00,2008-06-07T23:30:00,taxi
utjanr,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
utkibe,2008-05-18T00:30:00,2008-06-07T23:00:00,taxi
utlurv,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
utthwa,2008-05-31T18:00:00,2008-06-07T23:30:00,taxi
uttorh,2008-05-18T00:30:00,2008-06-05T18:30:00,taxi
utvoho,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
utwoab,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uvburk,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uvigch,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uvjeah,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uvjova,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
uvreoi,2008-05-18T00:30:00,2008-06-07T23:30:00,taxi
