scenario_subdir,user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
tol_10km_int_15min,abboip,direct_ctw,15,linear,,10.0,2014.0,0.8799112055559495,0.9102885202048584,4.459775009190622,4.581850795706242
tol_10km_int_15min,abboip,direct_ctw,15,nearest,,10.0,221.0,0.8315359574946164,0.912396802883668,4.261604291940025,4.397713179100709
tol_10km_int_15min,abboip,markov_order_1,15,linear,,10.0,2014.0,0.8594102945055144,1.0314399385983777,4.459775009190622,4.581850795706242
tol_10km_int_15min,abboip,markov_order_1,15,nearest,,10.0,221.0,0.7304123513318511,1.2691994094508907,4.261604291940025,4.397713179100709
tol_10km_int_15min,abboip,markov_order_2,15,linear,,10.0,2014.0,0.8586036139451712,1.0361001101409797,4.459775009190622,4.581850795706242
tol_10km_int_15min,abboip,markov_order_2,15,nearest,,10.0,221.0,0.7352633215266323,1.239690222155293,4.261604291940025,4.397713179100709
tol_10km_int_15min,abboip,vq_ctw,15,linear,256.0,10.0,2014.0,1.0,0.0,5.430066486552258,5.430066486552258
tol_10km_int_15min,abboip,vq_ctw,15,nearest,256.0,10.0,221.0,1.0,0.0,8.87207672379615,8.87207672379615
tol_10km_int_15min,abboip,vq_ctw,15,linear,512.0,10.0,2014.0,1.0,0.0,5.259745589656188,5.259745589656188
tol_10km_int_15min,abboip,vq_ctw,15,nearest,512.0,10.0,221.0,1.0,0.0,7.619864208575734,7.619864208575734
tol_10km_int_15min,abboip,vq_ctw,15,linear,1024.0,10.0,2014.0,1.0,0.0,4.667919110788386,4.667919110788386
tol_10km_int_15min,abboip,vq_ctw,15,nearest,1024.0,10.0,221.0,1.0,0.0,8.284576549185635,8.284576549185635
tol_10km_int_15min,abcoij,direct_ctw,15,linear,,10.0,1147.0,0.9895947305039255,0.0999599633975877,5.166942080763368,5.242611407419215
tol_10km_int_15min,abcoij,markov_order_1,15,linear,,10.0,1147.0,0.987617249919756,0.1158308769544551,5.166942080763368,5.242611407419215
tol_10km_int_15min,abcoij,markov_order_2,15,linear,,10.0,1147.0,0.9878197316128784,0.1142283317732778,5.166942080763368,5.242611407419215
tol_10km_int_15min,abcoij,vq_ctw,15,linear,256.0,10.0,1147.0,1.0,0.0,4.877312881833989,4.877312881833989
tol_10km_int_15min,abcoij,vq_ctw,15,linear,512.0,10.0,1147.0,1.0,0.0,4.576236113855695,4.576236113855695
tol_10km_int_15min,abcoij,vq_ctw,15,linear,1024.0,10.0,1147.0,1.0,0.0,3.859699011726745,3.859699011726745
tol_10km_int_15min,abdrem,direct_ctw,15,linear,,10.0,2006.0,0.8303909382950891,1.350080432865732,4.21304747289124,4.389358742824136
tol_10km_int_15min,abdrem,markov_order_1,15,linear,,10.0,2006.0,0.7910334345063893,1.5936457900837242,4.21304747289124,4.389358742824136
tol_10km_int_15min,abdrem,markov_order_2,15,linear,,10.0,2006.0,0.782204217073176,1.6463543640241818,4.21304747289124,4.389358742824136
tol_10km_int_15min,abdrem,vq_ctw,15,linear,256.0,10.0,2006.0,1.0,0.0,8.359910110031434,8.359910110031434
tol_10km_int_15min,abdrem,vq_ctw,15,linear,512.0,10.0,2006.0,1.0,0.0,8.381645981823858,8.381645981823858
tol_10km_int_15min,abdrem,vq_ctw,15,linear,1024.0,10.0,2006.0,1.0,0.0,7.990293365984344,7.990293365984344
tol_10km_int_15min,abgibo,direct_ctw,15,linear,,10.0,2015.0,0.8466580285159923,1.1855735045181792,4.32842853597135,4.505076442540054
tol_10km_int_15min,abgibo,direct_ctw,15,nearest,,10.0,153.0,0.8394535753864997,0.938908992799345,4.364052852922404,4.561055058265267
tol_10km_int_15min,abgibo,markov_order_1,15,linear,,10.0,2015.0,0.8190925157971818,1.3514955030048068,4.32842853597135,4.505076442540054
tol_10km_int_15min,abgibo,markov_order_1,15,nearest,,10.0,153.0,0.6844453937153514,1.499879376607724,4.364052852922404,4.561055058265267
tol_10km_int_15min,abgibo,markov_order_2,15,linear,,10.0,2015.0,0.8087382482475014,1.411856080143316,4.32842853597135,4.505076442540054
tol_10km_int_15min,abgibo,markov_order_2,15,nearest,,10.0,153.0,0.6992237735025898,1.447301052286263,4.364052852922404,4.561055058265267
tol_10km_int_15min,abgibo,vq_ctw,15,linear,256.0,10.0,2015.0,1.0,0.0,6.731074805711554,6.731074805711554
tol_10km_int_15min,abgibo,vq_ctw,15,nearest,256.0,10.0,153.0,1.0,0.0,9.443573571045253,9.443573571045253
tol_10km_int_15min,abgibo,vq_ctw,15,linear,512.0,10.0,2015.0,1.0,0.0,6.712415947556593,6.712415947556593
tol_10km_int_15min,abgibo,vq_ctw,15,nearest,512.0,10.0,153.0,1.0,0.0,8.157445891865382,8.157445891865382
tol_10km_int_15min,abgibo,vq_ctw,15,linear,1024.0,10.0,2015.0,1.0,0.0,6.288834324837975,6.288834324837975
tol_10km_int_15min,abgibo,vq_ctw,15,nearest,1024.0,10.0,153.0,1.0,0.0,8.703735708716753,8.703735708716753
tol_10km_int_15min,abjool,direct_ctw,15,linear,,10.0,2015.0,0.9630608320867228,0.3451723139510664,4.7251273283378135,4.81811924375328
tol_10km_int_15min,abjool,direct_ctw,15,nearest,,10.0,73.0,0.8178633180335314,1.0117468571421515,4.341097102029455,4.49086429250429
tol_10km_int_15min,abjool,markov_order_1,15,linear,,10.0,2015.0,0.9479362425036152,0.4601380022971864,4.7251273283378135,4.81811924375328
tol_10km_int_15min,abjool,markov_order_1,15,nearest,,10.0,73.0,0.6678098829456579,1.5146424587659897,4.341097102029455,4.49086429250429
tol_10km_int_15min,abjool,markov_order_2,15,linear,,10.0,2015.0,0.9492171679730856,0.4506908789229573,4.7251273283378135,4.81811924375328
tol_10km_int_15min,abjool,markov_order_2,15,nearest,,10.0,73.0,0.6824336822391411,1.475032854011311,4.341097102029455,4.49086429250429
tol_10km_int_15min,abjool,vq_ctw,15,linear,256.0,10.0,2015.0,1.0,0.0,4.634428954887515,4.634428954887515
tol_10km_int_15min,abjool,vq_ctw,15,nearest,256.0,10.0,73.0,1.0,0.0,9.676368989642592,9.676368989642592
tol_10km_int_15min,abjool,vq_ctw,15,linear,512.0,10.0,2015.0,1.0,0.0,4.643725563539513,4.643725563539513
tol_10km_int_15min,abjool,vq_ctw,15,nearest,512.0,10.0,73.0,1.0,0.0,8.42085878197076,8.42085878197076
tol_10km_int_15min,abjool,vq_ctw,15,linear,1024.0,10.0,2015.0,1.0,0.0,3.8474442089539567,3.8474442089539567
tol_10km_int_15min,abjool,vq_ctw,15,nearest,1024.0,10.0,73.0,1.0,0.0,8.924531735419372,8.924531735419372
tol_10km_int_15min,abmuya,direct_ctw,15,linear,,10.0,1986.0,0.8664056019326329,1.0293747556060528,4.528663301223444,4.6743965448251545
tol_10km_int_15min,abmuya,direct_ctw,15,nearest,,10.0,298.0,0.8274181170056115,0.9492860845578164,4.493459918334925,4.612602628199388
tol_10km_int_15min,abmuya,markov_order_1,15,linear,,10.0,1986.0,0.8432381190643766,1.168813365861863,4.528663301223444,4.6743965448251545
tol_10km_int_15min,abmuya,markov_order_1,15,nearest,,10.0,298.0,0.7002375236303673,1.410170116093444,4.493459918334925,4.612602628199388
tol_10km_int_15min,abmuya,markov_order_2,15,linear,,10.0,1986.0,0.8401506062648441,1.1869371817784224,4.528663301223444,4.6743965448251545
tol_10km_int_15min,abmuya,markov_order_2,15,nearest,,10.0,298.0,0.7095001867285259,1.3830005896242608,4.493459918334925,4.612602628199388
tol_10km_int_15min,abmuya,vq_ctw,15,linear,256.0,10.0,1986.0,1.0,0.0,6.192846521793358,6.192846521793358
tol_10km_int_15min,abmuya,vq_ctw,15,nearest,256.0,10.0,298.0,1.0,0.0,9.292358738696915,9.292358738696915
tol_10km_int_15min,abmuya,vq_ctw,15,linear,512.0,10.0,1986.0,1.0,0.0,6.0749853208545055,6.0749853208545055
tol_10km_int_15min,abmuya,vq_ctw,15,nearest,512.0,10.0,298.0,1.0,0.0,8.051922955841206,8.051922955841206
tol_10km_int_15min,abmuya,vq_ctw,15,linear,1024.0,10.0,1986.0,1.0,0.0,5.520048685515668,5.520048685515668
tol_10km_int_15min,abmuya,vq_ctw,15,nearest,1024.0,10.0,298.0,1.0,0.0,8.661645266399587,8.661645266399587
tol_10km_int_15min,abniar,direct_ctw,15,linear,,10.0,2015.0,0.8539429499353188,1.196887234239682,4.412862828938666,4.580603511159577
tol_10km_int_15min,abniar,direct_ctw,15,nearest,,10.0,185.0,0.8351201812069251,0.9198296120363996,4.415345006173031,4.550196992047885
tol_10km_int_15min,abniar,markov_order_1,15,linear,,10.0,2015.0,0.8236148739809217,1.3930724985192946,4.412862828938666,4.580603511159577
tol_10km_int_15min,abniar,markov_order_1,15,nearest,,10.0,185.0,0.7372856398706135,1.2635738727436387,4.415345006173031,4.550196992047885
tol_10km_int_15min,abniar,markov_order_2,15,linear,,10.0,2015.0,0.8118870520550574,1.4664118448062844,4.412862828938666,4.580603511159577
tol_10km_int_15min,abniar,markov_order_2,15,nearest,,10.0,185.0,0.7346677890458059,1.274303346566806,4.415345006173031,4.550196992047885
tol_10km_int_15min,abniar,vq_ctw,15,linear,256.0,10.0,2015.0,1.0,0.0,7.150620924391084,7.150620924391084
tol_10km_int_15min,abniar,vq_ctw,15,nearest,256.0,10.0,185.0,1.0,0.0,8.706499501897195,8.706499501897195
tol_10km_int_15min,abniar,vq_ctw,15,linear,512.0,10.0,2015.0,1.0,0.0,7.164527004412814,7.164527004412814
