user_id,sample_interval_min,interpolation_method,tolerance_km,predictability_direct_ctw,predictability_markov_order_1,predictability_markov_order_2,predictability_vq_ctw_K1024,predictability_vq_ctw_K256,predictability_vq_ctw_K512,entropy_rate_bits_direct_ctw,entropy_rate_bits_markov_order_1,entropy_rate_bits_markov_order_2,entropy_rate_bits_vq_ctw_K1024,entropy_rate_bits_vq_ctw_K256,entropy_rate_bits_vq_ctw_K512
abboip,30,linear,5.0,0.8548472616523393,0.7941122353071053,0.7825947020895715,0.993210850660867,0.9999999999980905,0.9932291068825321,1.1908823243481808,1.5751070562403715,1.6440373484363602,0.06544970819210005,0.06674642378282485,0.06530010442500417
abboip,30,nearest,5.0,0.8344133202107,0.6161601821044097,0.6542322316056857,0.857590792923573,0.8906830364507223,0.8683482076701889,1.0150847619274428,1.8295415791542482,1.7135915128549823,0.9892622329562475,0.8014467613659488,0.8921943135411788
abcoij,30,linear,5.0,0.9787596192899828,0.9687744519314666,0.9697166284012994,1.0,1.0,1.0,0.19766804563935925,0.27300464763461146,0.2661267791226295,0.0,0.0,0.0
abdrem,30,linear,5.0,0.7989478375232852,0.6734896800477314,0.6136741615480332,0.9686266778143995,0.9693193192351537,0.9632278019553099,1.7791346105074002,2.6248236730717105,2.9897975005663397,0.2823317859825256,0.2690323707225095,0.32234661533387043
abdrem,30,nearest,5.0,0.8199859632012775,0.6072370061864808,0.6259117776105884,0.8719752579189269,0.8591075196669526,0.8772778199974308,1.0588951229417138,1.8090426731420806,1.7515023442063542,0.9834544536107269,1.0113038944257193,0.9042802861254848
abgibo,30,linear,5.0,0.8189934765680833,0.715290276536986,0.6712201540937016,0.9746088051751542,0.980408101458073,0.9759094465398025,1.5704532072702528,2.258828504566313,2.5269616211146095,0.2215064371834402,0.15873489895917153,0.22610254665109358
abgibo,30,nearest,5.0,0.8324148388048971,0.6527367312225253,0.6381952421504103,0.8740350467261828,0.8743223759512847,0.8521906578382419,1.0412714188013215,1.7379204856341453,1.784255715510727,1.0123929982865798,0.943852393377639,1.0477589486862173
abjool,30,linear,5.0,0.9562978445892409,0.9216416424597562,0.9226419419565632,0.9968885884435689,0.9979576076574677,0.9969357705694231,0.42540585944464104,0.6947062595600518,0.6873306188743541,0.03661715507760907,0.02443049980493586,0.03711600130212019
abjool,30,nearest,5.0,0.8461814135364318,0.6281509337711378,0.6251207570310042,0.8817592046390569,0.8647572289330109,0.8540798997557626,1.0169296682600983,1.9132971737668192,1.92339374966869,0.9481716729339599,1.0395062781312454,1.0372957672173753
abmuya,30,linear,5.0,0.8405629660112491,0.7674951911898569,0.7390833463282199,0.9886863291603052,0.9999999999980905,0.9853228256678747,1.3639738806980615,1.8483780870845008,2.024419540367775,0.11200864595125876,0.10026021930308517,0.1397610068925887
abniar,30,linear,5.0,0.8305007161682381,0.7364688050870246,0.6941515013746293,0.9876909671865429,0.9879098854425384,0.9828600275204173,1.5040544886529845,2.1496843544904287,2.4175654899670507,0.12035671444107601,0.11351323063155436,0.16937230277978954
abniar,30,nearest,5.0,0.8364584368021979,0.6589694702534378,0.6626513411805807,0.8815382269213974,0.8717063643724762,0.8695063795951294,1.0086183771032387,1.7258917039289838,1.7246067333360222,0.9481315739877337,0.9402944229893975,0.9664291144491194
abnovk,30,linear,5.0,0.8497794174174766,0.7730050770909653,0.755552302346985,0.9878208716099173,0.9999999999980905,0.9846598074645355,1.2596345937443174,1.7537916187236569,1.8588441112490903,0.10709496190575811,0.0956238533726133,0.12974906673522754
abnovk,30,nearest,5.0,0.8350267769962626,0.6712889586731168,0.6470117711147083,0.8743794669038825,0.8635546445528846,0.8551144219633566,1.0128946854213818,1.6385010096340757,1.725403219031864,0.970586193955878,0.978582950510284,1.025462960028006
