scenario_subdir,user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
tol_7p5km_int_15min,abboip,direct_ctw,15,linear,,7.5,2014.0,0.954421270550484,0.4359715278891778,2.2627649589725523,2.431551890985799
tol_7p5km_int_15min,abboip,direct_ctw,15,nearest,,7.5,221.0,0.9444161156039068,0.4275439761960251,2.2374371908546062,2.406310511425457
tol_7p5km_int_15min,abboip,markov_order_1,15,linear,,7.5,2014.0,0.9431677930397432,0.525043602898591,2.2627649589725523,2.431551890985799
tol_7p5km_int_15min,abboip,markov_order_1,15,nearest,,7.5,221.0,0.9087941643718606,0.5984493347679013,2.2374371908546062,2.406310511425457
tol_7p5km_int_15min,abboip,markov_order_2,15,linear,,7.5,2014.0,0.939377272180567,0.5542427219819256,2.2627649589725523,2.431551890985799
tol_7p5km_int_15min,abboip,markov_order_2,15,nearest,,7.5,221.0,0.9059686833225016,0.6024174375416459,2.2374371908546062,2.406310511425457
tol_7p5km_int_15min,abboip,vq_ctw,15,linear,256.0,7.5,2014.0,1.0,0.0,4.922406909599054,4.922406909599054
tol_7p5km_int_15min,abboip,vq_ctw,15,nearest,256.0,7.5,221.0,1.0,0.0,6.296374215761097,6.296374215761097
tol_7p5km_int_15min,abboip,vq_ctw,15,linear,512.0,7.5,2014.0,1.0,0.0,4.654655305073046,4.654655305073046
tol_7p5km_int_15min,abboip,vq_ctw,15,nearest,512.0,7.5,221.0,1.0,0.0,6.48724758593608,6.48724758593608
tol_7p5km_int_15min,abboip,vq_ctw,15,linear,1024.0,7.5,2014.0,1.0,0.0,4.613630464080698,4.613630464080698
tol_7p5km_int_15min,abboip,vq_ctw,15,nearest,1024.0,7.5,221.0,1.0,0.0,6.658830772361975,6.658830772361975
tol_7p5km_int_15min,abcoij,direct_ctw,15,linear,,7.5,1147.0,0.9952745666222752,0.048032228081829,2.0553602069984453,2.2577907241101425
tol_7p5km_int_15min,abcoij,markov_order_1,15,linear,,7.5,1147.0,0.994924464960524,0.051066237016369,2.0553602069984453,2.2577907241101425
tol_7p5km_int_15min,abcoij,markov_order_2,15,linear,,7.5,1147.0,0.9944233249833933,0.0553487443910578,2.0553602069984453,2.2577907241101425
tol_7p5km_int_15min,abcoij,vq_ctw,15,linear,256.0,7.5,1147.0,1.0,0.0,4.1043070738475,4.1043070738475
tol_7p5km_int_15min,abcoij,vq_ctw,15,linear,512.0,7.5,1147.0,1.0,0.0,3.703410294564583,3.703410294564583
tol_7p5km_int_15min,abcoij,vq_ctw,15,linear,1024.0,7.5,1147.0,1.0,0.0,3.6514370858785887,3.6514370858785887
tol_7p5km_int_15min,abdrem,direct_ctw,15,linear,,7.5,2006.0,0.9024424718801264,0.930198638781091,2.268178549993394,2.4695258779293434
tol_7p5km_int_15min,abdrem,markov_order_1,15,linear,,7.5,2006.0,0.862211524682792,1.2408157003708429,2.268178549993394,2.4695258779293434
tol_7p5km_int_15min,abdrem,markov_order_2,15,linear,,7.5,2006.0,0.8531144509899817,1.308122163080085,2.268178549993394,2.4695258779293434
tol_7p5km_int_15min,abdrem,vq_ctw,15,linear,256.0,7.5,2006.0,1.0,0.0,7.928938055092122,7.928938055092122
tol_7p5km_int_15min,abdrem,vq_ctw,15,linear,512.0,7.5,2006.0,1.0,0.0,7.965962913651924,7.965962913651924
tol_7p5km_int_15min,abdrem,vq_ctw,15,linear,1024.0,7.5,2006.0,1.0,0.0,7.977469292787504,7.977469292787504
tol_7p5km_int_15min,abgibo,direct_ctw,15,linear,,7.5,2015.0,0.9254323799387424,0.7152716423762825,2.1926269417406385,2.4059226392092614
tol_7p5km_int_15min,abgibo,direct_ctw,15,nearest,,7.5,153.0,0.939493932098766,0.4567440672020477,2.1634929494600947,2.321476195911369
tol_7p5km_int_15min,abgibo,markov_order_1,15,linear,,7.5,2015.0,0.9014959689221698,0.9035074580511626,2.1926269417406385,2.4059226392092614
tol_7p5km_int_15min,abgibo,markov_order_1,15,nearest,,7.5,153.0,0.8940087975539941,0.6762243967944417,2.1634929494600947,2.321476195911369
tol_7p5km_int_15min,abgibo,markov_order_2,15,linear,,7.5,2015.0,0.8876260139506008,1.0081594562843228,2.1926269417406385,2.4059226392092614
tol_7p5km_int_15min,abgibo,markov_order_2,15,nearest,,7.5,153.0,0.8810017069581223,0.7344527607600168,2.1634929494600947,2.321476195911369
tol_7p5km_int_15min,abgibo,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,6.410290909026308,6.410290909026308
tol_7p5km_int_15min,abgibo,vq_ctw,15,nearest,256.0,7.5,153.0,1.0,0.0,6.366909880964213,6.366909880964213
tol_7p5km_int_15min,abgibo,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,6.276501972418495,6.276501972418495
tol_7p5km_int_15min,abgibo,vq_ctw,15,nearest,512.0,7.5,153.0,1.0,0.0,6.355542618030543,6.355542618030543
tol_7p5km_int_15min,abgibo,vq_ctw,15,linear,1024.0,7.5,2015.0,1.0,0.0,6.277035176847549,6.277035176847549
tol_7p5km_int_15min,abgibo,vq_ctw,15,nearest,1024.0,7.5,153.0,1.0,0.0,6.732477779223963,6.732477779223963
tol_7p5km_int_15min,abjool,direct_ctw,15,linear,,7.5,2015.0,0.983583648513501,0.1796683151752967,2.1843025274739576,2.3055487213391377
tol_7p5km_int_15min,abjool,direct_ctw,15,nearest,,7.5,73.0,0.94115214138071,0.4933553549437487,2.338514793862356,2.482128790363098
tol_7p5km_int_15min,abjool,markov_order_1,15,linear,,7.5,2015.0,0.9770450324421752,0.2400176149391909,2.1843025274739576,2.3055487213391377
tol_7p5km_int_15min,abjool,markov_order_1,15,nearest,,7.5,73.0,0.9268499683106872,0.584985558577571,2.338514793862356,2.482128790363098
tol_7p5km_int_15min,abjool,markov_order_2,15,linear,,7.5,2015.0,0.9744970224409886,0.262739150010821,2.1843025274739576,2.3055487213391377
tol_7p5km_int_15min,abjool,markov_order_2,15,nearest,,7.5,73.0,0.9158263933060212,0.6027438864463803,2.338514793862356,2.482128790363098
tol_7p5km_int_15min,abjool,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,4.113301689191358,4.113301689191358
tol_7p5km_int_15min,abjool,vq_ctw,15,nearest,256.0,7.5,73.0,1.0,0.0,6.104216759886289,6.104216759886289
tol_7p5km_int_15min,abjool,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,3.8247995140166537,3.8247995140166537
tol_7p5km_int_15min,abjool,vq_ctw,15,nearest,512.0,7.5,73.0,1.0,0.0,6.236776185821619,6.236776185821619
tol_7p5km_int_15min,abjool,vq_ctw,15,linear,1024.0,7.5,2015.0,1.0,0.0,3.8188528146966223,3.8188528146966223
tol_7p5km_int_15min,abjool,vq_ctw,15,nearest,1024.0,7.5,73.0,1.0,0.0,6.860787969550804,6.860787969550804
tol_7p5km_int_15min,abmuya,direct_ctw,15,linear,,7.5,1986.0,0.9508698184208776,0.4913919281313764,2.145579722058433,2.33998734941908
tol_7p5km_int_15min,abmuya,direct_ctw,15,nearest,,7.5,298.0,0.9720060732488452,0.3332846323040321,2.17290511030517,2.381468772258049
tol_7p5km_int_15min,abmuya,markov_order_1,15,linear,,7.5,1986.0,0.9341815297366748,0.6297136674078386,2.145579722058433,2.33998734941908
tol_7p5km_int_15min,abmuya,markov_order_1,15,nearest,,7.5,298.0,0.955943032773628,0.4100382425526336,2.17290511030517,2.381468772258049
tol_7p5km_int_15min,abmuya,markov_order_2,15,linear,,7.5,1986.0,0.9262151819266936,0.6933242561717825,2.145579722058433,2.33998734941908
tol_7p5km_int_15min,abmuya,markov_order_2,15,nearest,,7.5,298.0,0.9500524919061288,0.4326886261382489,2.17290511030517,2.381468772258049
tol_7p5km_int_15min,abmuya,vq_ctw,15,linear,256.0,7.5,1986.0,1.0,0.0,5.687313632217228,5.687313632217228
tol_7p5km_int_15min,abmuya,vq_ctw,15,nearest,256.0,7.5,298.0,1.0,0.0,6.478417944127113,6.478417944127113
tol_7p5km_int_15min,abmuya,vq_ctw,15,linear,512.0,7.5,1986.0,1.0,0.0,5.453972059332882,5.453972059332882
tol_7p5km_int_15min,abmuya,vq_ctw,15,nearest,512.0,7.5,298.0,1.0,0.0,6.597853904363606,6.597853904363606
tol_7p5km_int_15min,abmuya,vq_ctw,15,linear,1024.0,7.5,1986.0,1.0,0.0,5.442475005141948,5.442475005141948
tol_7p5km_int_15min,abmuya,vq_ctw,15,nearest,1024.0,7.5,298.0,1.0,0.0,6.847092810923231,6.847092810923231
tol_7p5km_int_15min,abniar,direct_ctw,15,linear,,7.5,2015.0,0.9343297090372698,0.64661784609195,2.2497787643958143,2.4563021008427186
tol_7p5km_int_15min,abniar,direct_ctw,15,nearest,,7.5,185.0,0.93388961078209,0.4419350721560534,2.0667563896232397,2.2765178029838937
