user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
abboip,direct_ctw,5,linear,,2.5,6044.0,0.8819770335968861,1.1964339210724053,0.959137288714125,1.0192328448059447
abboip,markov_order_1,5,linear,,2.5,6044.0,0.8522329294639579,1.4465613509713116,0.959137288714125,1.0192328448059447
abboip,markov_order_2,5,linear,,2.5,6044.0,0.8247935315587581,1.6682314116312764,0.959137288714125,1.0192328448059447
abboip,vq_ctw,5,linear,256.0,2.5,6044.0,0.926910600216671,0.739447569794682,2.0093666140261206,2.0093666140261206
abboip,vq_ctw,5,linear,512.0,2.5,6044.0,0.8833462119211226,1.0975909390235874,1.8336850410558578,1.8336850410558578
abboip,vq_ctw,5,linear,1024.0,2.5,6044.0,0.9441490122690296,0.5390386362784891,1.9243269723806853,1.9243269723806853
abcoij,direct_ctw,5,linear,,2.5,3440.0,0.9932798404178496,0.08303136911428304,0.9448162772806208,0.9980085784358746
abcoij,markov_order_1,5,linear,,2.5,3440.0,0.9861063071575071,0.1570333510370585,0.9448162772806208,0.9980085784358746
abcoij,markov_order_2,5,linear,,2.5,3440.0,0.9843954118832107,0.17373688585481836,0.9448162772806208,0.9980085784358746
abcoij,vq_ctw,5,linear,256.0,2.5,3440.0,0.9921763882729626,0.08795571210811703,2.2615829123914284,2.2615829123914284
abcoij,vq_ctw,5,linear,512.0,2.5,3440.0,0.9844270756720422,0.1696771439258486,1.84840987806408,1.84840987806408
abcoij,vq_ctw,5,linear,1024.0,2.5,3440.0,0.9941086924945135,0.0673411554845568,2.076448488514176,2.076448488514176
abdrem,direct_ctw,5,linear,,2.5,6020.0,0.820071485445893,1.9608211295845215,0.9657980448230923,1.0282592573289804
abdrem,markov_order_1,5,linear,,2.5,6020.0,0.7483484292019547,2.605378027027677,0.9657980448230923,1.0282592573289804
abdrem,markov_order_2,5,linear,,2.5,6020.0,0.6803129621544972,3.1798739823382856,0.9657980448230923,1.0282592573289804
abdrem,vq_ctw,5,linear,256.0,2.5,6020.0,0.8681958547378511,1.2489929295408913,2.3858921286535244,2.3858921286535244
abdrem,vq_ctw,5,linear,512.0,2.5,6020.0,0.8186348426091166,1.6278677403190644,2.3207236705949925,2.3207236705949925
abdrem,vq_ctw,5,linear,1024.0,2.5,6020.0,0.8922939223404113,0.9732656735352713,2.2847833899806664,2.2847833899806664
abgibo,direct_ctw,5,linear,,2.5,6047.0,0.8477381663244481,1.6558600821841538,0.9543571762990536,1.0230922389120802
abgibo,markov_order_1,5,linear,,2.5,6047.0,0.788940476573193,2.1856496149734213,0.9543571762990536,1.0230922389120802
abgibo,markov_order_2,5,linear,,2.5,6047.0,0.7315974273219495,2.673128336537463,0.9543571762990536,1.0230922389120802
abgibo,vq_ctw,5,linear,256.0,2.5,6047.0,0.8967433352364673,1.028759323154847,2.2666562955954483,2.2666562955954483
abgibo,vq_ctw,5,linear,512.0,2.5,6047.0,0.847707748325079,1.42047286640297,2.1582203860045746,2.1582203860045746
abgibo,vq_ctw,5,linear,1024.0,2.5,6047.0,0.9163817179788424,0.7930543242190459,2.202679216993479,2.202679216993479
abjool,direct_ctw,5,linear,,2.5,6046.0,0.9606997955552169,0.46524265693325045,0.9966779983913417,1.0391969727689354
abjool,markov_order_1,5,linear,,2.5,6046.0,0.9410123803527588,0.6628800843415648,0.9966779983913417,1.0391969727689354
abjool,markov_order_2,5,linear,,2.5,6046.0,0.9313926952300348,0.7555320811506185,0.9966779983913417,1.0391969727689354
abjool,vq_ctw,5,linear,256.0,2.5,6046.0,0.972188374957988,0.32235377521405884,2.2642985933623265,2.2642985933623265
abjool,vq_ctw,5,linear,512.0,2.5,6046.0,0.9582703635669463,0.45690387967227997,1.9353339523698418,1.9353339523698418
abjool,vq_ctw,5,linear,1024.0,2.5,6046.0,0.9792208730641017,0.23244045280811976,1.6059255483805754,1.6059255483805754
abmuya,direct_ctw,5,linear,,2.5,5957.0,0.8647324591576743,1.4498464620987874,0.9679782090206133,1.0331073906176529
abmuya,markov_order_1,5,linear,,2.5,5957.0,0.8299799172666775,1.7614961179519264,0.9679782090206133,1.0331073906176529
abmuya,markov_order_2,5,linear,,2.5,5957.0,0.7888365820684746,2.1145425818490424,0.9679782090206133,1.0331073906176529
abmuya,vq_ctw,5,linear,256.0,2.5,5957.0,0.9160379759988112,0.8533842873158473,2.2058960856332783,2.2058960856332783
abmuya,vq_ctw,5,linear,512.0,2.5,5957.0,0.8621638690667202,1.2911461180699288,2.1780102815888918,2.1780102815888918
abmuya,vq_ctw,5,linear,1024.0,2.5,5957.0,0.939158224237903,0.5937312111465278,2.0969062970550385,2.0969062970550385
abniar,direct_ctw,5,linear,,2.5,6045.0,0.8441319177502402,1.685381773141663,0.978746792784413,1.0421110254036463
abniar,markov_order_1,5,linear,,2.5,6045.0,0.7929135328880474,2.145587674099555,0.978746792784413,1.0421110254036463
abniar,markov_order_2,5,linear,,2.5,6045.0,0.7357585890563146,2.6318645779140004,0.978746792784413,1.0421110254036463
abniar,vq_ctw,5,linear,256.0,2.5,6045.0,0.904769208223215,0.9638965369175688,2.3411057974108145,2.3411057974108145
abniar,vq_ctw,5,linear,512.0,2.5,6045.0,0.8460669112675887,1.4274256547268125,2.2709861169537273,2.2709861169537273
abniar,vq_ctw,5,linear,1024.0,2.5,6045.0,0.9216586344983377,0.7554999768412146,2.1930519391280976,2.1930519391280976
abnovk,direct_ctw,5,linear,,2.5,5969.0,0.8722318801148334,1.365812121150061,0.920791441192407,0.9920553701348117
abnovk,markov_order_1,5,linear,,2.5,5969.0,0.8359928540005614,1.6893623356173422,0.920791441192407,0.9920553701348117
abnovk,markov_order_2,5,linear,,2.5,5969.0,0.7975081017351348,2.017777818756863,0.920791441192407,0.9920553701348117
abnovk,vq_ctw,5,linear,256.0,2.5,5969.0,0.916124476584705,0.8459110470923271,2.0028829508684747,2.0028829508684747
abnovk,vq_ctw,5,linear,512.0,2.5,5969.0,0.8747772429480172,1.1703032595319094,1.9596071441909007,1.9596071441909007
abnovk,vq_ctw,5,linear,1024.0,2.5,5969.0,0.9322380395597516,0.6503779900146978,1.951115814564458,1.951115814564458
abtyff,direct_ctw,5,linear,,2.5,6041.0,0.8708526647089316,1.364433885770115,0.9706891914187848,1.0275992204261701
abtyff,markov_order_1,5,linear,,2.5,6041.0,0.8345705116364701,1.6838531083596586,0.9706891914187848,1.0275992204261701
abtyff,markov_order_2,5,linear,,2.5,6041.0,0.796680755796249,2.0026754196283614,0.9706891914187848,1.0275992204261701
abtyff,vq_ctw,5,linear,256.0,2.5,6041.0,0.9239579496489275,0.7781184005510549,2.143143634008708,2.143143634008708
abtyff,vq_ctw,5,linear,512.0,2.5,6041.0,0.870552544524967,1.2031581573867427,2.216628652231134,2.216628652231134
abtyff,vq_ctw,5,linear,1024.0,2.5,6041.0,0.9388583745449386,0.5869161670983872,1.9872024284878254,1.9872024284878254
abwecn,direct_ctw,5,linear,,2.5,6045.0,0.8514341403490354,1.5911357662314083,0.9606568202156878,1.0279651593095647
abwecn,markov_order_1,5,linear,,2.5,6045.0,0.8100790032179412,1.9603601792398302,0.9606568202156878,1.0279651593095647
abwecn,markov_order_2,5,linear,,2.5,6045.0,0.7672214506305066,2.325995598806127,0.9606568202156878,1.0279651593095647
abwecn,vq_ctw,5,linear,256.0,2.5,6045.0,0.9194784002020948,0.8265859371134616,2.068659734485395,2.068659734485395
abwecn,vq_ctw,5,linear,512.0,2.5,6045.0,0.864524077012173,1.2614956364981218,2.0539763855449573,2.0539763855449573
abwecn,vq_ctw,5,linear,1024.0,2.5,6045.0,0.9283911635566784,0.6958260415003265,2.06422522666492,2.06422522666492
abyalw,direct_ctw,5,linear,,2.5,6041.0,0.8848354637440514,1.1652719439243935,1.0279553944412128,1.0859672154728712
abyalw,markov_order_1,5,linear,,2.5,6041.0,0.8590735928148301,1.3820282315194201,1.0279553944412128,1.0859672154728712
abyalw,markov_order_2,5,linear,,2.5,6041.0,0.8387822981742419,1.5471042660660035,1.0279553944412128,1.0859672154728712
abyalw,vq_ctw,5,linear,256.0,2.5,6041.0,0.9442714090828512,0.5623420272531793,2.057526530770323,2.057526530770323
abyalw,vq_ctw,5,linear,512.0,2.5,6041.0,0.8899589380590829,1.0110546675167253,2.0031883336854834,2.0031883336854834
abyalw,vq_ctw,5,linear,1024.0,2.5,6041.0,0.9561216569845756,0.4312279251010345,1.7517099413719617,1.7517099413719617
acdiyi,direct_ctw,5,linear,,2.5,6044.0,0.8972050818839549,1.1400950252923512,0.972173698778867,1.0318242914867315
acdiyi,markov_order_1,5,linear,,2.5,6044.0,0.8438030000390826,1.631501887887789,0.972173698778867,1.0318242914867315
acdiyi,markov_order_2,5,linear,,2.5,6044.0,0.8041418502683256,1.9754696397485092,0.972173698778867,1.0318242914867315
acdiyi,vq_ctw,5,linear,256.0,2.5,6044.0,0.9224553881204619,0.7974328676204322,2.6125880292727137,2.6125880292727137
acdiyi,vq_ctw,5,linear,512.0,2.5,6044.0,0.8991924907596716,0.9886203685639663,2.9958622580649754,2.9958622580649754
acdiyi,vq_ctw,5,linear,1024.0,2.5,6044.0,0.9417446572324739,0.5802657106253301,2.898160031756637,2.898160031756637
acduou,direct_ctw,5,linear,,2.5,6047.0,0.8721777098682483,1.3912094053233528,0.9625526087700202,1.0242095081713116
acduou,markov_order_1,5,linear,,2.5,6047.0,0.8306400706926734,1.768908752740821,0.9625526087700202,1.0242095081713116
acduou,markov_order_2,5,linear,,2.5,6047.0,0.7888238359586147,2.131121833368359,0.9625526087700202,1.0242095081713116
acduou,vq_ctw,5,linear,256.0,2.5,6047.0,0.9215509219785171,0.777794835372653,2.1941434931180277,2.1941434931180277
acduou,vq_ctw,5,linear,512.0,2.5,6047.0,0.8722496946858713,1.1956588382496518,2.1670235472133856,2.1670235472133856
acduou,vq_ctw,5,linear,1024.0,2.5,6047.0,0.9382324705066243,0.5814918732551012,2.3112638043248754,2.3112638043248754
acgerl,direct_ctw,5,linear,,2.5,4119.0,0.8995126506916872,1.0566702097638305,0.9973201939173383,1.0631499573568193
acgerl,markov_order_1,5,linear,,2.5,4119.0,0.8416164818038385,1.5542619958039676,0.9973201939173383,1.0631499573568193
acgerl,markov_order_2,5,linear,,2.5,4119.0,0.80655220779529,1.836988207774296,0.9973201939173383,1.0631499573568193
acgerl,vq_ctw,5,linear,256.0,2.5,4119.0,0.9412744688734435,0.6159924962852715,2.1347357179827604,2.1347357179827604
acgerl,vq_ctw,5,linear,512.0,2.5,4119.0,0.8958548894726205,1.0027247796850571,2.171346250156518,2.171346250156518
acgerl,vq_ctw,5,linear,1024.0,2.5,4119.0,0.9491291683798521,0.4980173669365509,1.889869617854408,1.889869617854408
acitva,direct_ctw,5,linear,,2.5,6045.0,0.8673121170715533,1.4365041342296598,0.9505350438551364,1.0183056057526878
acitva,markov_order_1,5,linear,,2.5,6045.0,0.8049899873288535,1.9930227762255568,0.9505350438551364,1.0183056057526878
acitva,markov_order_2,5,linear,,2.5,6045.0,0.7549381718849321,2.4133779006316707,0.9505350438551364,1.0183056057526878
acitva,vq_ctw,5,linear,256.0,2.5,6045.0,0.8839570881238213,1.1223984800361224,2.3213835662105304,2.3213835662105304
acitva,vq_ctw,5,linear,512.0,2.5,6045.0,0.8543604825092377,1.3517651338730605,2.2749988071207965,2.2749988071207965
acitva,vq_ctw,5,linear,1024.0,2.5,6045.0,0.907973330525331,0.8409312892763516,2.430221572515074,2.430221572515074
ackgri,direct_ctw,5,linear,,2.5,3549.0,0.8857559030140253,1.3083859193948784,0.9504553371073355,1.0158674915559338
ackgri,markov_order_1,5,linear,,2.5,3549.0,0.7545383099927131,2.5138386953133374,0.9504553371073355,1.0158674915559338
ackgri,markov_order_2,5,linear,,2.5,3549.0,0.6863212694002779,3.082392753028045,0.9504553371073355,1.0158674915559338
ackgri,vq_ctw,5,linear,256.0,2.5,3549.0,0.8998996630244807,0.9946328861079029,2.661804394453988,2.661804394453988
ackgri,vq_ctw,5,linear,512.0,2.5,3549.0,0.8674129114071476,1.26526692805008,2.5854892745620854,2.5854892745620854
ackgri,vq_ctw,5,linear,1024.0,2.5,3549.0,0.9163439997347127,0.8034185470494003,2.4529672407945915,2.4529672407945915
acpegh,direct_ctw,5,linear,,2.5,6043.0,0.8459325699070535,1.5994178363533742,0.9847902984092142,1.0496481297138658
acpegh,markov_order_1,5,linear,,2.5,6043.0,0.8033268360880657,1.9655841822819977,0.9847902984092142,1.0496481297138658
acpegh,markov_order_2,5,linear,,2.5,6043.0,0.7576028238103696,2.3400566785814556,0.9847902984092142,1.0496481297138658
acpegh,vq_ctw,5,linear,256.0,2.5,6043.0,0.9110623573352279,0.889100171131313,2.1376955948119765,2.1376955948119765
acpegh,vq_ctw,5,linear,512.0,2.5,6043.0,0.8479630298963774,1.4009341679861025,2.0621160886828305,2.0621160886828305
acpegh,vq_ctw,5,linear,1024.0,2.5,6043.0,0.9317753314672249,0.6720708084727665,2.047924959088984,2.047924959088984
acvebr,direct_ctw,5,linear,,2.5,5966.0,0.8604470925922282,1.4934487553708466,0.9879200017425926,1.0485252323990204
acvebr,direct_ctw,5,nearest,,2.5,37.0,0.8377228380115933,1.0952991132164094,0.9231681927904508,0.987837808249774
acvebr,markov_order_1,5,linear,,2.5,5966.0,0.8179667108045584,1.8720104183287831,0.9879200017425926,1.0485252323990204
acvebr,markov_order_1,5,nearest,,2.5,37.0,0.5575408296425607,2.2325653561412837,0.9231681927904508,0.987837808249774
acvebr,markov_order_2,5,linear,,2.5,5966.0,0.7735667627706775,2.2488928802902355,0.9879200017425926,1.0485252323990204
acvebr,markov_order_2,5,nearest,,2.5,37.0,0.5620224596349214,2.218430285384807,0.9231681927904508,0.987837808249774
acvebr,vq_ctw,5,linear,256.0,2.5,5966.0,0.917662834107506,0.8392928981531698,2.1450632647930368,2.1450632647930368
acvebr,vq_ctw,5,linear,512.0,2.5,5966.0,0.8643084897768848,1.2631685947612112,2.078864321022435,2.078864321022435
acvebr,vq_ctw,5,linear,1024.0,2.5,5966.0,0.9298606842631258,0.6695804143110696,2.003285127717393,2.003285127717393
acvebr,vq_ctw,5,nearest,256.0,2.5,37.0,0.8635626090101146,0.8916298818805828,3.216913944932856,3.216913944932856
acvebr,vq_ctw,5,nearest,512.0,2.5,37.0,0.8453496667200311,0.8664714195921772,2.5355076480194216,2.5355076480194216
acvebr,vq_ctw,5,nearest,1024.0,2.5,37.0,0.850289465655105,1.0836866082971142,4.459777514196357,4.459777514196357
adkavy,direct_ctw,5,linear,,2.5,6045.0,0.8689309295725149,1.5001182472115238,0.964544748514747,1.0328323728442612
adkavy,markov_order_1,5,linear,,2.5,6045.0,0.7744157884584606,2.387655688136826,0.964544748514747,1.0328323728442612
adkavy,markov_order_2,5,linear,,2.5,6045.0,0.7137203646412035,2.9164703057581876,0.964544748514747,1.0328323728442612
adkavy,vq_ctw,5,linear,256.0,2.5,6045.0,0.8940136314769311,1.0438984282571047,2.793619440215471,2.793619440215471
adkavy,vq_ctw,5,linear,512.0,2.5,6045.0,0.8704768253075466,1.235857270216805,3.1239399304069972,3.1239399304069972
adkavy,vq_ctw,5,linear,1024.0,2.5,6045.0,0.9046657243444408,0.8791653320021589,3.606333884018931,3.606333884018931
adners,direct_ctw,5,linear,,2.5,6047.0,0.8426674345675987,1.622535008212792,0.9645996484357026,1.0263689215668907
adners,markov_order_1,5,linear,,2.5,6047.0,0.7980365278484393,2.002636249326806,0.9645996484357026,1.0263689215668907
adners,markov_order_2,5,linear,,2.5,6047.0,0.7470690521290242,2.4149018687070885,0.9645996484357026,1.0263689215668907
adners,vq_ctw,5,linear,256.0,2.5,6047.0,0.8947874071010409,1.0249697894986747,2.192796612878128,2.192796612878128
