dominant_mode,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
taxi,direct_ctw,30,linear,,2.5,503760.0,0.8074832037913038,1.801009714047115,0.968793493050357,1.0329664330415935
taxi,direct_ctw,30,nearest,,2.5,61078.0,0.8571111035224479,1.08840548808481,0.9645631123102859,1.0309434561718678
taxi,markov_order_1,30,linear,,2.5,503760.0,0.5770694746387504,3.3906006020263333,0.968793493050357,1.0329664330415935
taxi,markov_order_1,30,nearest,,2.5,61078.0,0.4787100188888429,2.822131811328328,0.9645631123102859,1.0309434561718678
taxi,markov_order_2,30,linear,,2.5,503760.0,0.5087039747167373,3.794931259335182,0.968793493050357,1.0329664330415935
taxi,markov_order_2,30,nearest,,2.5,61078.0,0.5024217187550221,2.74277126165111,0.9645631123102859,1.0309434561718678
taxi,vq_ctw,30,linear,256.0,2.5,503760.0,0.8035259710087289,1.820139946278624,2.17381281687432,2.17381281687432
taxi,vq_ctw,30,linear,512.0,2.5,503760.0,0.8068798765123902,1.8148475889404134,2.2673214064775857,2.2673214064775857
taxi,vq_ctw,30,linear,1024.0,2.5,503760.0,0.8285119752575998,1.4274064872952807,2.2667817658753413,2.2667817658753413
taxi,vq_ctw,30,nearest,256.0,2.5,61078.0,0.8711409926444331,1.0364422071444483,2.820426994058161,2.820426994058161
taxi,vq_ctw,30,nearest,512.0,2.5,61078.0,0.8702958775937212,1.0319623010846766,2.5863252909887255,2.5863252909887255
taxi,vq_ctw,30,nearest,1024.0,2.5,61078.0,0.8638929131971489,1.0455770520505332,2.6314622209552607,2.6314622209552607
