run_subdir,scenario_subdir,sample_interval_min,interpolation_method,tolerance_km,method,codebook_size,num_points,predictability,entropy_rate_bits,reconstruction_rmse_km,actual_distortion_km,num_users,scenario_label,experiment_label
sf_run_1980198_task_5,tol_5km_int_30min,30,nearest,5.0,markov_order_2,,61078.0,0.6533366785260443,1.7506130404450864,1.7745933082959746,1.5964698831491466,429,"30 min
5 km","30 min
5 km
nearest"
sf_run_1980198_task_5,tol_5km_int_30min,30,nearest,5.0,vq_ctw,256.0,61078.0,0.8657667720016758,0.9637094861350339,4.607072607442767,4.607072607442767,429,"30 min
5 km","30 min
5 km
nearest"
sf_run_1980198_task_5,tol_5km_int_30min,30,nearest,5.0,vq_ctw,512.0,61078.0,0.8734200455145897,0.9206248476311925,4.560378080740867,4.560378080740867,429,"30 min
5 km","30 min
5 km
nearest"
sf_run_1980198_task_5,tol_5km_int_30min,30,nearest,5.0,vq_ctw,1024.0,61078.0,0.8671678774151403,1.0110634505559348,4.7053366472284495,4.7053366472284495,429,"30 min
5 km","30 min
5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,direct_ctw,,503760.0,0.9101611061799096,0.788556857344552,2.440231167529184,2.2415442911103503,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,markov_order_1,,503760.0,0.877531360338914,1.0177315228898713,2.440231167529184,2.2415442911103503,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,markov_order_2,,503760.0,0.8644226494975151,1.1060436113071501,2.440231167529184,2.2415442911103503,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,vq_ctw,256.0,503760.0,1.0,0.0,6.318021310697977,6.318021310697977,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,vq_ctw,512.0,503760.0,0.9999999999999923,5.620659420413185e-05,6.315152561080791,6.315152561080791,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,linear,7.5,vq_ctw,1024.0,503760.0,1.0,0.0,6.245695368054125,6.245695368054125,531,"30 min
7.5 km","30 min
7.5 km
linear"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,direct_ctw,,61078.0,0.9074932906885672,0.6047685031609484,2.493277168304076,2.3065720901533684,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,markov_order_1,,61078.0,0.852322009820773,0.8507381491694449,2.493277168304076,2.3065720901533684,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,markov_order_2,,61078.0,0.8411349226188626,0.8967011287984898,2.493277168304076,2.3065720901533684,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,vq_ctw,256.0,61078.0,0.9011691538753854,0.5544724923297826,6.768593776253357,6.768593776253357,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,vq_ctw,512.0,61078.0,0.9893974073620349,0.2677852182936967,6.356662269615248,6.356662269615248,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_8,tol_7p5km_int_30min,30,nearest,7.5,vq_ctw,1024.0,61078.0,0.9936280299890394,0.08802552469251222,6.013498071693609,6.013498071693609,429,"30 min
7.5 km","30 min
7.5 km
nearest"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,direct_ctw,,503760.0,0.8271555368880413,1.2515318635671497,4.493526902561189,4.334184254643692,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,markov_order_1,,503760.0,0.7790646863820818,1.5154471406871577,4.493526902561189,4.334184254643692,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,markov_order_2,,503760.0,0.7700604396924198,1.5642004471242024,4.493526902561189,4.334184254643692,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,vq_ctw,256.0,503760.0,1.0,0.0,7.125821820603874,7.125821820603874,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,vq_ctw,512.0,503760.0,1.0,0.0,6.975312881723967,6.975312881723967,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,linear,10.0,vq_ctw,1024.0,503760.0,1.0,0.0,6.861904882198276,6.861904882198276,531,"30 min
10 km","30 min
10 km
linear"
sf_run_1980198_task_11,tol_10km_int_30min,30,nearest,10.0,direct_ctw,,61078.0,0.8207821101703413,1.034547716546364,4.381274045534755,4.2238015219450205,429,"30 min
10 km","30 min
10 km
nearest"
sf_run_1980198_task_11,tol_10km_int_30min,30,nearest,10.0,markov_order_1,,61078.0,0.65805035982906,1.6134736391834612,4.381274045534755,4.2238015219450205,429,"30 min
10 km","30 min
10 km
nearest"
sf_run_1980198_task_11,tol_10km_int_30min,30,nearest,10.0,markov_order_2,,61078.0,0.6721002193509479,1.5739626054195774,4.381274045534755,4.2238015219450205,429,"30 min
10 km","30 min
10 km
nearest"
sf_run_1980198_task_11,tol_10km_int_30min,30,nearest,10.0,vq_ctw,256.0,61078.0,0.9999854507350185,0.002019559351498697,8.374712785148906,8.374712785148906,429,"30 min
10 km","30 min
10 km
nearest"
sf_run_1980198_task_11,tol_10km_int_30min,30,nearest,10.0,vq_ctw,512.0,61078.0,1.0,0.0,8.41372565068334,8.41372565068334,429,"30 min
10 km","30 min
10 km
nearest"
