sample_interval_min,interpolation_method,codebook_size,raw_code,num_occurrences,dominant_mode,top_modes,mean_speed_kmh,mean_step_km,mean_radius_of_gyration_km
5,linear,256,14,85737,taxi,taxi:85737,19.0933895111084,1.5911157131195068,6.427680677383596
5,linear,256,15,9187,taxi,taxi:9187,6.566906452178955,0.5472422242164612,6.642913386548475
5,linear,256,18,1,taxi,taxi:1,33.85020446777344,2.820850372314453,8.529868125915527
5,linear,256,22,1503739,taxi,taxi:1503739,6.039029598236084,0.5032524466514587,5.733984944204972
5,linear,256,25,4346,taxi,taxi:4346,22.790271759033203,1.8991893529891968,7.25234331532771
5,linear,256,28,33004,taxi,taxi:33004,20.520736694335938,1.7100614309310913,6.624824136748428
5,linear,256,32,5846,taxi,taxi:5846,19.591598510742188,1.632633090019226,6.790153766000593
5,linear,256,46,5239,taxi,taxi:5239,24.850210189819336,2.0708508491516113,7.082909742596724
5,linear,256,49,2255,taxi,taxi:2255,18.74052619934082,1.5617105960845947,6.199069963273346
5,linear,256,50,178079,taxi,taxi:178079,8.658832550048828,0.7215694189071655,5.662035289124633
5,linear,256,58,22571,taxi,taxi:22571,12.407868385314941,1.0339890718460083,6.175133453923447
5,linear,256,61,5065,taxi,taxi:5065,19.085416793823242,1.5904514789581299,6.541799559503764
5,linear,256,67,24775,taxi,taxi:24775,4.964404582977295,0.4137004017829895,7.41153253145343
5,linear,256,68,17609,taxi,taxi:17609,8.05888843536377,0.671574056148529,6.927033536871096
5,linear,256,70,1469,taxi,taxi:1469,19.049985885620117,1.5874989032745361,6.754344313545564
5,linear,256,73,11,taxi,taxi:11,31.015600204467773,2.5846333503723145,6.22489036213268
5,linear,256,75,5265,taxi,taxi:5265,14.015459060668945,1.167954921722412,6.513160781235436
5,linear,256,77,1740,taxi,taxi:1740,22.411108016967773,1.867592453956604,6.244475137365275
5,linear,256,81,287215,taxi,taxi:287215,4.791545391082764,0.399295449256897,5.52850115395434
5,linear,256,88,211202,taxi,taxi:211202,8.943673133850098,0.7453061938285828,5.751817220005296
5,linear,256,90,283,taxi,taxi:283,24.436691284179688,2.036391258239746,6.954249601060847
5,linear,256,91,8,taxi,taxi:8,3.071770668029785,0.255980908870697,8.410663604736328
5,linear,256,97,4528,taxi,taxi:4528,26.372970581054688,2.1977477073669434,7.559051138562785
5,linear,256,100,37102,taxi,taxi:37102,5.466445446014404,0.45553717017173767,7.003762686662575
5,linear,256,102,4084,taxi,taxi:4084,15.318816184997559,1.276568055152893,6.8848645634270556
5,linear,256,104,7701,taxi,taxi:7701,14.941742897033691,1.2451452016830444,6.421252376026123
5,linear,256,116,4545,taxi,taxi:4545,25.422746658325195,2.1185622215270996,7.937451622693321
5,linear,256,125,32825,taxi,taxi:32825,25.626333236694336,2.1355278491973877,6.478118793446874
5,linear,256,132,163900,taxi,taxi:163900,10.26132583618164,0.8551104664802551,5.823426736119755
5,linear,256,134,45271,taxi,taxi:45271,23.31172752380371,1.9426440000534058,6.530054341722142
5,linear,256,135,3966,taxi,taxi:3966,9.913646697998047,0.8261372447013855,6.778845688699173
5,linear,256,138,6543,taxi,taxi:6543,24.63536834716797,2.052947521209717,7.148379854446847
5,linear,256,144,3457,taxi,taxi:3457,19.705867767333984,1.6421555280685425,7.486645792273382
5,linear,256,148,3832,taxi,taxi:3832,13.88241958618164,1.1568683385849,6.23407793804101
5,linear,256,153,19748,taxi,taxi:19748,5.335640907287598,0.4446367025375366,7.198017394842106
5,linear,256,158,77264,taxi,taxi:77264,17.210933685302734,1.4342445135116577,6.577220871848617
5,linear,256,162,2394,taxi,taxi:2394,25.001317977905273,2.0834431648254395,7.742855436222296
5,linear,256,164,5792,taxi,taxi:5792,16.893226623535156,1.407768964767456,6.476147151495541
5,linear,256,182,3366,taxi,taxi:3366,28.008817672729492,2.3340678215026855,7.200742347780183
5,linear,256,187,385,taxi,taxi:385,16.245346069335938,1.3537789583206177,6.532148620060512
5,linear,256,191,2668,taxi,taxi:2668,11.719444274902344,0.9766204357147217,8.154379246563748
5,linear,256,192,1300,taxi,taxi:1300,21.298646926879883,1.7748873233795166,6.424893246063819
5,linear,256,198,36331,taxi,taxi:36331,12.58840274810791,1.049033522605896,6.533677413282405
5,linear,256,209,5247,taxi,taxi:5247,11.931451797485352,0.9942876696586609,6.57094647095093
5,linear,256,214,70809,taxi,taxi:70809,10.32463264465332,0.8603861331939697,6.850975906140645
5,linear,256,221,60304,taxi,taxi:60304,14.842935562133789,1.2369112968444824,6.167360172804438
5,linear,256,227,7990,taxi,taxi:7990,5.091123104095459,0.42426031827926636,7.164769504544732
5,linear,256,243,39,taxi,taxi:39,23.90941619873047,1.9924509525299072,6.856155199882312
5,linear,256,255,8141,taxi,taxi:8141,17.41582489013672,1.4513188600540161,7.119795601720263
5,linear,512,4,54970,taxi,taxi:54970,9.214800834655762,0.7679000496864319,6.302057418338338
5,linear,512,13,34819,taxi,taxi:34819,28.93416976928711,2.4111809730529785,6.378792438663474
5,linear,512,38,3911,taxi,taxi:3911,26.88315773010254,2.2402632236480713,7.071603086591529
5,linear,512,42,8559,taxi,taxi:8559,16.636415481567383,1.3863680362701416,6.391164262546308
5,linear,512,43,2598,taxi,taxi:2598,19.0325927734375,1.5860495567321777,7.454114172530229
5,linear,512,48,851413,taxi,taxi:851413,6.333364486694336,0.5277803540229797,5.754540212991699
5,linear,512,54,11654,taxi,taxi:11654,11.38142204284668,0.948451817035675,7.287340847382481
5,linear,512,58,4991,taxi,taxi:4991,21.274044036865234,1.7728370428085327,6.625370598059096
5,linear,512,61,6250,taxi,taxi:6250,25.22728729248047,2.102274179458618,7.466224642372131
5,linear,512,77,162231,taxi,taxi:162231,7.67331075668335,0.6394425630569458,5.703580872789645
5,linear,512,86,1394,taxi,taxi:1394,24.690855026245117,2.0575714111328125,6.421802692125996
5,linear,512,100,5843,taxi,taxi:5843,24.459070205688477,2.0382561683654785,7.250121304622848
5,linear,512,102,3560,taxi,taxi:3560,17.673072814941406,1.4727561473846436,6.420116553145848
5,linear,512,109,198762,taxi,taxi:198762,7.79325532913208,0.6494379639625549,5.627481995316374
5,linear,512,110,46504,taxi,taxi:46504,3.6466073989868164,0.30388393998146057,7.1162276990812945
5,linear,512,118,80172,taxi,taxi:80172,9.863845825195312,0.8219872117042542,5.937090242125523
5,linear,512,120,34853,taxi,taxi:34853,10.45649242401123,0.8713743686676025,6.7957576480249875
5,linear,512,128,54,taxi,taxi:54,16.74087142944336,1.3950724601745605,6.323618844703391
5,linear,512,130,44570,taxi,taxi:44570,14.18960189819336,1.1824668645858765,6.632205797718169
5,linear,512,131,53213,taxi,taxi:53213,24.86659049987793,2.072216033935547,6.459554886944729
5,linear,512,133,19778,taxi,taxi:19778,10.295672416687012,0.8579727411270142,6.589906095457892
5,linear,512,142,7970,taxi,taxi:7970,20.078155517578125,1.6731797456741333,7.201663809797845
5,linear,512,154,55126,taxi,taxi:55126,19.886383056640625,1.6571985483169556,6.3959487173993494
5,linear,512,155,3437,taxi,taxi:3437,16.062923431396484,1.3385769128799438,8.17730112050833
5,linear,512,191,379305,taxi,taxi:379305,4.957536697387695,0.4131280481815338,5.7495795555095635
5,linear,512,210,296056,taxi,taxi:296056,4.580585956573486,0.3817155361175537,5.431289751813181
5,linear,512,211,18073,taxi,taxi:18073,4.795399188995361,0.3996165990829468,7.2894182838283115
5,linear,512,234,2555,taxi,taxi:2555,8.924245834350586,0.7436872124671936,7.3704101153782435
5,linear,512,238,6082,taxi,taxi:6082,25.33609962463379,2.111341714859009,7.938443032623474
5,linear,512,239,124468,taxi,taxi:124468,9.006390571594238,0.7505325078964233,5.717256244445945
5,linear,512,241,3439,taxi,taxi:3439,21.2358341217041,1.7696528434753418,6.466669465920786
5,linear,512,250,24931,taxi,taxi:24931,11.82007122039795,0.9850058555603027,5.892928894076516
5,linear,512,290,15039,taxi,taxi:15039,7.905638694763184,0.6588032841682434,6.774487725058185
5,linear,512,313,52365,taxi,taxi:52365,5.898033618927002,0.4915028214454651,7.070693903072714
5,linear,512,336,61493,taxi,taxi:61493,15.427619934082031,1.2856351137161255,6.678486350480507
5,linear,512,345,51863,taxi,taxi:51863,22.26583480834961,1.8554866313934326,6.509725366519902
5,linear,512,367,116676,taxi,taxi:116676,11.901214599609375,0.991767942905426,6.132061100841047
5,linear,512,368,1930,taxi,taxi:1930,15.92073917388916,1.3267282247543335,7.460041521126742
5,linear,512,373,3092,taxi,taxi:3092,25.62958526611328,2.135798692703247,6.767536631723887
5,linear,512,381,165051,taxi,taxi:165051,8.922646522521973,0.743553876876831,5.714960041038545
5,linear,512,407,2,taxi,taxi:2,12.016484260559082,1.0013737678527832,7.168359279632568
5,linear,512,426,228,taxi,taxi:228,17.711427688598633,1.475952386856079,6.364986910108934
5,linear,512,475,3992,taxi,taxi:3992,22.828378677368164,1.9023650884628296,7.188280260873462
5,linear,512,496,906,taxi,taxi:906,21.14887046813965,1.7624058723449707,6.476354143740589
