user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
abboip,direct_ctw,15,linear,,7.5,2014.0,0.954421270550484,0.43597152788917787,2.2627649589725523,2.431551890985799
abboip,direct_ctw,15,nearest,,7.5,221.0,0.9444161156039068,0.42754397619602513,2.2374371908546062,2.4063105114254575
abboip,markov_order_1,15,linear,,7.5,2014.0,0.9431677930397432,0.525043602898591,2.2627649589725523,2.431551890985799
abboip,markov_order_1,15,nearest,,7.5,221.0,0.9087941643718606,0.5984493347679013,2.2374371908546062,2.4063105114254575
abboip,markov_order_2,15,linear,,7.5,2014.0,0.939377272180567,0.5542427219819256,2.2627649589725523,2.431551890985799
abboip,markov_order_2,15,nearest,,7.5,221.0,0.9059686833225017,0.6024174375416459,2.2374371908546062,2.4063105114254575
abboip,vq_ctw,15,linear,256.0,7.5,2014.0,1.0,0.0,4.922406909599054,4.922406909599054
abboip,vq_ctw,15,linear,512.0,7.5,2014.0,1.0,0.0,4.654655305073046,4.654655305073046
abboip,vq_ctw,15,linear,1024.0,7.5,2014.0,1.0,0.0,4.613630464080698,4.613630464080698
abboip,vq_ctw,15,nearest,256.0,7.5,221.0,1.0,0.0,6.296374215761097,6.296374215761097
abboip,vq_ctw,15,nearest,512.0,7.5,221.0,1.0,0.0,6.48724758593608,6.48724758593608
abboip,vq_ctw,15,nearest,1024.0,7.5,221.0,1.0,0.0,6.658830772361975,6.658830772361975
abcoij,direct_ctw,15,linear,,7.5,1147.0,0.9952745666222753,0.048032228081829074,2.0553602069984453,2.2577907241101425
abcoij,markov_order_1,15,linear,,7.5,1147.0,0.9949244649605241,0.051066237016369,2.0553602069984453,2.2577907241101425
abcoij,markov_order_2,15,linear,,7.5,1147.0,0.9944233249833931,0.0553487443910578,2.0553602069984453,2.2577907241101425
abcoij,vq_ctw,15,linear,256.0,7.5,1147.0,1.0,0.0,4.1043070738475,4.1043070738475
abcoij,vq_ctw,15,linear,512.0,7.5,1147.0,1.0,0.0,3.703410294564583,3.703410294564583
abcoij,vq_ctw,15,linear,1024.0,7.5,1147.0,1.0,0.0,3.6514370858785887,3.6514370858785887
abdrem,direct_ctw,15,linear,,7.5,2006.0,0.9024424718801265,0.930198638781091,2.268178549993394,2.4695258779293434
abdrem,markov_order_1,15,linear,,7.5,2006.0,0.862211524682792,1.2408157003708429,2.268178549993394,2.4695258779293434
abdrem,markov_order_2,15,linear,,7.5,2006.0,0.8531144509899817,1.308122163080085,2.268178549993394,2.4695258779293434
abdrem,vq_ctw,15,linear,256.0,7.5,2006.0,1.0,0.0,7.928938055092122,7.928938055092122
abdrem,vq_ctw,15,linear,512.0,7.5,2006.0,1.0,0.0,7.965962913651924,7.965962913651924
abdrem,vq_ctw,15,linear,1024.0,7.5,2006.0,1.0,0.0,7.977469292787504,7.977469292787504
abgibo,direct_ctw,15,linear,,7.5,2015.0,0.9254323799387424,0.7152716423762825,2.1926269417406385,2.4059226392092614
abgibo,direct_ctw,15,nearest,,7.5,153.0,0.9394939320987661,0.45674406720204774,2.1634929494600947,2.3214761959113686
abgibo,markov_order_1,15,linear,,7.5,2015.0,0.9014959689221698,0.9035074580511626,2.1926269417406385,2.4059226392092614
abgibo,markov_order_1,15,nearest,,7.5,153.0,0.8940087975539941,0.6762243967944417,2.1634929494600947,2.3214761959113686
abgibo,markov_order_2,15,linear,,7.5,2015.0,0.8876260139506008,1.0081594562843228,2.1926269417406385,2.4059226392092614
abgibo,markov_order_2,15,nearest,,7.5,153.0,0.8810017069581223,0.7344527607600168,2.1634929494600947,2.3214761959113686
abgibo,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,6.410290909026308,6.410290909026308
abgibo,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,6.276501972418495,6.276501972418495
abgibo,vq_ctw,15,linear,1024.0,7.5,2015.0,1.0,0.0,6.277035176847549,6.277035176847549
abgibo,vq_ctw,15,nearest,256.0,7.5,153.0,1.0,0.0,6.366909880964213,6.366909880964213
abgibo,vq_ctw,15,nearest,512.0,7.5,153.0,1.0,0.0,6.355542618030543,6.355542618030543
abgibo,vq_ctw,15,nearest,1024.0,7.5,153.0,1.0,0.0,6.732477779223963,6.732477779223963
abjool,direct_ctw,15,linear,,7.5,2015.0,0.983583648513501,0.17966831517529677,2.1843025274739576,2.3055487213391377
abjool,direct_ctw,15,nearest,,7.5,73.0,0.9411521413807099,0.4933553549437487,2.338514793862356,2.482128790363098
abjool,markov_order_1,15,linear,,7.5,2015.0,0.9770450324421753,0.24001761493919097,2.1843025274739576,2.3055487213391377
abjool,markov_order_1,15,nearest,,7.5,73.0,0.9268499683106871,0.584985558577571,2.338514793862356,2.482128790363098
abjool,markov_order_2,15,linear,,7.5,2015.0,0.9744970224409886,0.262739150010821,2.1843025274739576,2.3055487213391377
abjool,markov_order_2,15,nearest,,7.5,73.0,0.9158263933060213,0.6027438864463803,2.338514793862356,2.482128790363098
abjool,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,4.113301689191358,4.113301689191358
abjool,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,3.8247995140166537,3.8247995140166537
abjool,vq_ctw,15,linear,1024.0,7.5,2015.0,1.0,0.0,3.8188528146966223,3.8188528146966223
abjool,vq_ctw,15,nearest,256.0,7.5,73.0,1.0,0.0,6.104216759886289,6.104216759886289
abjool,vq_ctw,15,nearest,512.0,7.5,73.0,1.0,0.0,6.236776185821619,6.236776185821619
abjool,vq_ctw,15,nearest,1024.0,7.5,73.0,1.0,0.0,6.860787969550804,6.860787969550804
abmuya,direct_ctw,15,linear,,7.5,1986.0,0.9508698184208775,0.4913919281313764,2.145579722058433,2.3399873494190797
abmuya,direct_ctw,15,nearest,,7.5,298.0,0.9720060732488451,0.33328463230403216,2.17290511030517,2.3814687722580494
abmuya,markov_order_1,15,linear,,7.5,1986.0,0.9341815297366749,0.6297136674078386,2.145579722058433,2.3399873494190797
abmuya,markov_order_1,15,nearest,,7.5,298.0,0.955943032773628,0.4100382425526336,2.17290511030517,2.3814687722580494
abmuya,markov_order_2,15,linear,,7.5,1986.0,0.9262151819266935,0.6933242561717825,2.145579722058433,2.3399873494190797
abmuya,markov_order_2,15,nearest,,7.5,298.0,0.9500524919061288,0.4326886261382489,2.17290511030517,2.3814687722580494
abmuya,vq_ctw,15,linear,256.0,7.5,1986.0,1.0,0.0,5.6873136322172275,5.6873136322172275
abmuya,vq_ctw,15,linear,512.0,7.5,1986.0,1.0,0.0,5.453972059332882,5.453972059332882
abmuya,vq_ctw,15,linear,1024.0,7.5,1986.0,1.0,0.0,5.442475005141948,5.442475005141948
abmuya,vq_ctw,15,nearest,256.0,7.5,298.0,1.0,0.0,6.478417944127113,6.478417944127113
abmuya,vq_ctw,15,nearest,512.0,7.5,298.0,1.0,0.0,6.597853904363606,6.597853904363606
abmuya,vq_ctw,15,nearest,1024.0,7.5,298.0,1.0,0.0,6.847092810923231,6.847092810923231
abniar,direct_ctw,15,linear,,7.5,2015.0,0.9343297090372698,0.64661784609195,2.2497787643958143,2.4563021008427186
abniar,direct_ctw,15,nearest,,7.5,185.0,0.93388961078209,0.4419350721560534,2.0667563896232393,2.2765178029838937
abniar,markov_order_1,15,linear,,7.5,2015.0,0.9116412495487519,0.8306639656920682,2.2497787643958143,2.4563021008427186
abniar,markov_order_1,15,nearest,,7.5,185.0,0.9015668295636303,0.5881497859749409,2.0667563896232393,2.2765178029838937
abniar,markov_order_2,15,linear,,7.5,2015.0,0.897685517032301,0.9391155899868153,2.2497787643958143,2.4563021008427186
abniar,markov_order_2,15,nearest,,7.5,185.0,0.9061106480056402,0.5656962916509619,2.0667563896232393,2.2765178029838937
abniar,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,6.805825752508485,6.805825752508485
abniar,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,6.665291694073162,6.665291694073162
abniar,vq_ctw,15,linear,1024.0,7.5,2015.0,1.0,0.0,6.6573726173015135,6.6573726173015135
abniar,vq_ctw,15,nearest,256.0,7.5,185.0,1.0,0.0,5.937594753343767,5.937594753343767
abniar,vq_ctw,15,nearest,512.0,7.5,185.0,1.0,0.0,5.632777976793268,5.632777976793268
abniar,vq_ctw,15,nearest,1024.0,7.5,185.0,1.0,0.0,6.1311217656087615,6.1311217656087615
abnovk,direct_ctw,15,linear,,7.5,1990.0,0.9429931890181487,0.5434739046064152,2.375633658740244,2.5738957520690153
abnovk,direct_ctw,15,nearest,,7.5,156.0,0.9640238655236143,0.39948378566909554,2.2568595997332928,2.4355288098798655
abnovk,markov_order_1,15,linear,,7.5,1990.0,0.926837980280708,0.6702624878092904,2.375633658740244,2.5738957520690153
abnovk,markov_order_1,15,nearest,,7.5,156.0,0.9531857653108369,0.4619539542561883,2.2568595997332928,2.4355288098798655
abnovk,markov_order_2,15,linear,,7.5,1990.0,0.9216645568513493,0.7096284639147334,2.375633658740244,2.5738957520690153
abnovk,markov_order_2,15,nearest,,7.5,156.0,0.9457677531613746,0.49436456733341444,2.2568595997332928,2.4355288098798655
abnovk,vq_ctw,15,linear,256.0,7.5,1990.0,1.0,0.0,5.4080314457440455,5.4080314457440455
abnovk,vq_ctw,15,linear,512.0,7.5,1990.0,1.0,0.0,5.275968156348288,5.275968156348288
abnovk,vq_ctw,15,linear,1024.0,7.5,1990.0,1.0,0.0,5.271587753836932,5.271587753836932
abnovk,vq_ctw,15,nearest,256.0,7.5,156.0,1.0,0.0,6.218907185191843,6.218907185191843
abnovk,vq_ctw,15,nearest,512.0,7.5,156.0,1.0,0.0,6.413403321626794,6.413403321626794
abnovk,vq_ctw,15,nearest,1024.0,7.5,156.0,1.0,0.0,6.742321246546687,6.742321246546687
abtyff,direct_ctw,15,linear,,7.5,2013.0,0.9492261933619486,0.49277020918534203,2.046181945708747,2.261056218157988
abtyff,direct_ctw,15,nearest,,7.5,34.0,0.8710811155025876,0.7587973469028128,2.5257121085978955,2.704910945769117
abtyff,markov_order_1,15,linear,,7.5,2013.0,0.936787992904137,0.5929136097106139,2.046181945708747,2.261056218157988
abtyff,markov_order_1,15,nearest,,7.5,34.0,0.802330038742489,1.0305429451670982,2.5257121085978955,2.704910945769117
abtyff,markov_order_2,15,linear,,7.5,2013.0,0.9300236008994529,0.6457411672458016,2.046181945708747,2.261056218157988
abtyff,markov_order_2,15,nearest,,7.5,34.0,0.7992812633741249,1.0414949119049042,2.5257121085978955,2.704910945769117
abtyff,vq_ctw,15,linear,256.0,7.5,2013.0,1.0,0.0,5.000476814423004,5.000476814423004
abtyff,vq_ctw,15,linear,512.0,7.5,2013.0,1.0,0.0,4.6727115685869025,4.6727115685869025
abtyff,vq_ctw,15,linear,1024.0,7.5,2013.0,1.0,0.0,4.639105043765445,4.639105043765445
abtyff,vq_ctw,15,nearest,256.0,7.5,34.0,1.0,0.0,6.750058262185035,6.750058262185035
abtyff,vq_ctw,15,nearest,512.0,7.5,34.0,1.0,0.0,7.798244822312972,7.798244822312972
abtyff,vq_ctw,15,nearest,1024.0,7.5,34.0,1.0,0.0,8.769801078332492,8.769801078332492
abwecn,direct_ctw,15,linear,,7.5,2015.0,0.9384069891230282,0.6084062061632987,2.1753359580702103,2.387611589265158
abwecn,direct_ctw,15,nearest,,7.5,36.0,0.9541474561838198,0.31436304055212083,2.356071223484625,2.4553959860411023
abwecn,markov_order_1,15,linear,,7.5,2015.0,0.9147857813214504,0.8002974445241573,2.1753359580702103,2.387611589265158
abwecn,markov_order_1,15,nearest,,7.5,36.0,0.9278749727519053,0.44592928707418,2.356071223484625,2.4553959860411023
abwecn,markov_order_2,15,linear,,7.5,2015.0,0.9068550523944444,0.8622545512791951,2.1753359580702103,2.387611589265158
abwecn,markov_order_2,15,nearest,,7.5,36.0,0.9139787293962305,0.5090692857994584,2.356071223484625,2.4553959860411023
abwecn,vq_ctw,15,linear,256.0,7.5,2015.0,1.0,0.0,7.359914237512681,7.359914237512681
abwecn,vq_ctw,15,linear,512.0,7.5,2015.0,1.0,0.0,7.22470275043043,7.22470275043043
