user_id,method,sample_interval_min,interpolation_method,codebook_size,tolerance_km,num_points,predictability,entropy_rate_bits,actual_distortion_km,reconstruction_rmse_km
abboip,direct_ctw,15,linear,,10.0,2014.0,0.8799112055559495,0.9102885202048585,4.459775009190622,4.581850795706242
abboip,direct_ctw,15,nearest,,10.0,221.0,0.8315359574946164,0.9123968028836679,4.261604291940025,4.397713179100709
abboip,markov_order_1,15,linear,,10.0,2014.0,0.8594102945055144,1.0314399385983775,4.459775009190622,4.581850795706242
abboip,markov_order_1,15,nearest,,10.0,221.0,0.7304123513318511,1.2691994094508907,4.261604291940025,4.397713179100709
abboip,markov_order_2,15,linear,,10.0,2014.0,0.8586036139451712,1.0361001101409797,4.459775009190622,4.581850795706242
abboip,markov_order_2,15,nearest,,10.0,221.0,0.7352633215266323,1.239690222155293,4.261604291940025,4.397713179100709
abboip,vq_ctw,15,linear,256.0,10.0,2014.0,1.0,0.0,5.430066486552258,5.430066486552258
abboip,vq_ctw,15,nearest,256.0,10.0,221.0,1.0,0.0,8.87207672379615,8.87207672379615
abboip,vq_ctw,15,linear,512.0,10.0,2014.0,1.0,0.0,5.2597455896561875,5.2597455896561875
abboip,vq_ctw,15,nearest,512.0,10.0,221.0,1.0,0.0,7.619864208575734,7.619864208575734
abboip,vq_ctw,15,linear,1024.0,10.0,2014.0,1.0,0.0,4.667919110788386,4.667919110788386
abboip,vq_ctw,15,nearest,1024.0,10.0,221.0,1.0,0.0,8.284576549185635,8.284576549185635
abcoij,direct_ctw,15,linear,,10.0,1147.0,0.9895947305039255,0.09995996339758773,5.166942080763368,5.242611407419215
abcoij,markov_order_1,15,linear,,10.0,1147.0,0.9876172499197561,0.11583087695445517,5.166942080763368,5.242611407419215
abcoij,markov_order_2,15,linear,,10.0,1147.0,0.9878197316128783,0.11422833177327787,5.166942080763368,5.242611407419215
abcoij,vq_ctw,15,linear,256.0,10.0,1147.0,1.0,0.0,4.877312881833989,4.877312881833989
abcoij,vq_ctw,15,linear,512.0,10.0,1147.0,1.0,0.0,4.576236113855695,4.576236113855695
abcoij,vq_ctw,15,linear,1024.0,10.0,1147.0,1.0,0.0,3.8596990117267453,3.8596990117267453
abdrem,direct_ctw,15,linear,,10.0,2006.0,0.8303909382950891,1.350080432865732,4.2130474728912395,4.389358742824136
abdrem,markov_order_1,15,linear,,10.0,2006.0,0.7910334345063893,1.5936457900837242,4.2130474728912395,4.389358742824136
abdrem,markov_order_2,15,linear,,10.0,2006.0,0.782204217073176,1.6463543640241818,4.2130474728912395,4.389358742824136
abdrem,vq_ctw,15,linear,256.0,10.0,2006.0,1.0,0.0,8.359910110031434,8.359910110031434
abdrem,vq_ctw,15,linear,512.0,10.0,2006.0,1.0,0.0,8.381645981823858,8.381645981823858
abdrem,vq_ctw,15,linear,1024.0,10.0,2006.0,1.0,0.0,7.990293365984344,7.990293365984344
abgibo,direct_ctw,15,linear,,10.0,2015.0,0.8466580285159923,1.1855735045181792,4.32842853597135,4.505076442540054
abgibo,direct_ctw,15,nearest,,10.0,153.0,0.8394535753864997,0.938908992799345,4.364052852922404,4.561055058265267
abgibo,markov_order_1,15,linear,,10.0,2015.0,0.8190925157971818,1.3514955030048068,4.32842853597135,4.505076442540054
abgibo,markov_order_1,15,nearest,,10.0,153.0,0.6844453937153514,1.4998793766077239,4.364052852922404,4.561055058265267
abgibo,markov_order_2,15,linear,,10.0,2015.0,0.8087382482475014,1.411856080143316,4.32842853597135,4.505076442540054
