user_id,sample_interval_min,interpolation_method,tolerance_km,predictability_direct_ctw,predictability_markov_order_1,predictability_markov_order_2,predictability_vq_ctw_K1024,predictability_vq_ctw_K256,predictability_vq_ctw_K512,entropy_rate_bits_direct_ctw,entropy_rate_bits_markov_order_1,entropy_rate_bits_markov_order_2,entropy_rate_bits_vq_ctw_K1024,entropy_rate_bits_vq_ctw_K256,entropy_rate_bits_vq_ctw_K512
abboip,5,nearest,7.5,0.9999999999996584,0.9999999999996584,0.9999999999996584,1.0,1.0,1.0,0.05076366680163196,0.036947393582350364,0.02939376061703256,0.0,0.0,0.0
abdrem,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abgibo,5,nearest,7.5,0.981240460221385,0.9572602058763797,0.9525235589473456,1.0,1.0,1.0,0.3032434382253187,0.4442813859107868,0.47476727557349135,0.0,0.0,0.0
abjool,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abmuya,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abniar,5,nearest,7.5,0.9999999999990333,0.9999999999990333,0.9999999999990333,1.0,1.0,1.0,0.16549632331528236,0.20827081328542368,0.20732381947677367,0.0,0.0,0.0
abnovk,5,nearest,7.5,0.9999999999993889,0.9999999999993889,0.9999999999993889,1.0,1.0,1.0,0.10825403919145506,0.11864256480663381,0.13370571445054996,0.0,0.0,0.0
abtyff,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abwecn,5,nearest,7.5,0.9999999999995697,0.9999999999995697,0.9999999999995697,1.0,1.0,1.0,0.12757375283043146,0.17483656779903753,0.14569972186694607,0.0,0.0,0.0
abyalw,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
acdiyi,5,nearest,7.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
acduou,5,nearest,7.5,0.9999999999994635,0.9999999999994635,0.9999999999994635,1.0,1.0,1.0,0.12672896391103178,0.14288250142254333,0.14625190882780004,0.0,0.0,0.0
acgerl,5,nearest,7.5,0.9999999999980906,0.9999999999980906,0.9999999999980906,1.0,1.0,1.0,0.3287114832380569,0.41133485623871174,0.4094645434666278,0.0,0.0,0.0
