Epoch 1: Recon_RMSE_km=2.767747 target_RMSE_km=10.000000, VQ=117.814763, Pred=6.996961, Ent=6.510553
Epoch 2: Recon_RMSE_km=8.230561 target_RMSE_km=10.000000, VQ=1.667874, Pred=0.070610, Ent=0.453278
Epoch 3: Recon_RMSE_km=8.282126 target_RMSE_km=10.000000, VQ=0.487172, Pred=0.000374, Ent=0.033907
Epoch 4: Recon_RMSE_km=7.631067 target_RMSE_km=10.000000, VQ=0.105996, Pred=0.000004, Ent=0.000502
Epoch 5: Recon_RMSE_km=7.992869 target_RMSE_km=10.000000, VQ=0.314944, Pred=0.000994, Ent=0.033620
Epoch 6: Recon_RMSE_km=7.407088 target_RMSE_km=10.000000, VQ=0.040287, Pred=0.000000, Ent=0.000488
Epoch 7: Recon_RMSE_km=7.238307 target_RMSE_km=10.000000, VQ=0.016809, Pred=0.000000, Ent=0.000000
Epoch 8: Recon_RMSE_km=7.226144 target_RMSE_km=10.000000, VQ=0.007202, Pred=0.000000, Ent=0.000000
Epoch 9: Recon_RMSE_km=8.001416 target_RMSE_km=10.000000, VQ=0.271078, Pred=0.001169, Ent=0.046945
Epoch 10: Recon_RMSE_km=7.645170 target_RMSE_km=10.000000, VQ=0.047793, Pred=0.000000, Ent=0.000009
Epoch 11: Recon_RMSE_km=7.809443 target_RMSE_km=10.000000, VQ=0.130726, Pred=0.000221, Ent=0.014461
Epoch 12: Recon_RMSE_km=7.546570 target_RMSE_km=10.000000, VQ=0.126608, Pred=0.000166, Ent=0.019046
Epoch 13: Recon_RMSE_km=7.735191 target_RMSE_km=10.000000, VQ=0.090267, Pred=0.000000, Ent=0.000154
Epoch 14: Recon_RMSE_km=7.243479 target_RMSE_km=10.000000, VQ=0.020765, Pred=0.000000, Ent=0.000000
Epoch 15: Recon_RMSE_km=6.893372 target_RMSE_km=10.000000, VQ=0.010918, Pred=0.000000, Ent=0.000000
Epoch 16: Recon_RMSE_km=6.843733 target_RMSE_km=10.000000, VQ=0.003916, Pred=0.000000, Ent=0.000000
Epoch 17: Recon_RMSE_km=6.982379 target_RMSE_km=10.000000, VQ=0.015876, Pred=0.000000, Ent=0.000301
Epoch 18: Recon_RMSE_km=7.873511 target_RMSE_km=10.000000, VQ=0.039325, Pred=0.000006, Ent=0.000256
Epoch 19: Recon_RMSE_km=7.995794 target_RMSE_km=10.000000, VQ=0.059791, Pred=0.000015, Ent=0.000092
Epoch 20: Recon_RMSE_km=7.947609 target_RMSE_km=10.000000, VQ=0.083228, Pred=0.000042, Ent=0.000314
Epoch 21: Recon_RMSE_km=7.401336 target_RMSE_km=10.000000, VQ=0.041545, Pred=0.000004, Ent=0.000005
Epoch 22: Recon_RMSE_km=7.249716 target_RMSE_km=10.000000, VQ=0.037700, Pred=0.000001, Ent=0.000008
Epoch 23: Recon_RMSE_km=7.051407 target_RMSE_km=10.000000, VQ=0.010748, Pred=0.000000, Ent=0.000000
Epoch 24: Recon_RMSE_km=6.932547 target_RMSE_km=10.000000, VQ=0.013105, Pred=0.000000, Ent=0.000004
Epoch 25: Recon_RMSE_km=6.682584 target_RMSE_km=10.000000, VQ=0.005377, Pred=0.000000, Ent=0.000000
Epoch 26: Recon_RMSE_km=6.866489 target_RMSE_km=10.000000, VQ=0.008904, Pred=0.000000, Ent=0.000009
Epoch 27: Recon_RMSE_km=6.655682 target_RMSE_km=10.000000, VQ=0.003859, Pred=0.000000, Ent=0.000000
Epoch 28: Recon_RMSE_km=6.656496 target_RMSE_km=10.000000, VQ=0.002340, Pred=0.000000, Ent=0.000000
Epoch 29: Recon_RMSE_km=6.717116 target_RMSE_km=10.000000, VQ=0.003389, Pred=0.000000, Ent=0.000000
Epoch 30: Recon_RMSE_km=7.009373 target_RMSE_km=10.000000, VQ=0.004426, Pred=0.000000, Ent=0.000016
Epoch 31: Recon_RMSE_km=6.502153 target_RMSE_km=10.000000, VQ=0.003567, Pred=0.000000, Ent=0.000000
