user_id,sample_interval_min,interpolation_method,tolerance_km,predictability_direct_ctw,predictability_markov_order_1,predictability_markov_order_2,predictability_vq_ctw_K1024,predictability_vq_ctw_K256,predictability_vq_ctw_K512,entropy_rate_bits_direct_ctw,entropy_rate_bits_markov_order_1,entropy_rate_bits_markov_order_2,entropy_rate_bits_vq_ctw_K1024,entropy_rate_bits_vq_ctw_K256,entropy_rate_bits_vq_ctw_K512
abboip,15,linear,10.0,0.8799112055559495,0.8594102945055144,0.8586036139451712,1.0,1.0,1.0,0.9102885202048585,1.0314399385983775,1.0361001101409797,0.0,0.0,0.0
abboip,15,nearest,10.0,0.8315359574946164,0.7304123513318511,0.7352633215266323,1.0,1.0,1.0,0.9123968028836679,1.2691994094508907,1.239690222155293,0.0,0.0,0.0
abcoij,15,linear,10.0,0.9895947305039255,0.9876172499197561,0.9878197316128783,1.0,1.0,1.0,0.09995996339758773,0.11583087695445517,0.11422833177327787,0.0,0.0,0.0
abdrem,15,linear,10.0,0.8303909382950891,0.7910334345063893,0.782204217073176,1.0,1.0,1.0,1.350080432865732,1.5936457900837242,1.6463543640241818,0.0,0.0,0.0
abgibo,15,linear,10.0,0.8466580285159923,0.8190925157971818,0.8087382482475014,1.0,1.0,1.0,1.1855735045181792,1.3514955030048068,1.411856080143316,0.0,0.0,0.0
abgibo,15,nearest,10.0,0.8394535753864997,0.6844453937153514,0.6992237735025898,1.0,1.0,1.0,0.938908992799345,1.4998793766077239,1.447301052286263,0.0,0.0,0.0
abjool,15,linear,10.0,0.9630608320867229,0.9479362425036152,0.9492171679730856,1.0,1.0,1.0,0.3451723139510664,0.46013800229718643,0.45069087892295734,0.0,0.0,0.0
abjool,15,nearest,10.0,0.8178633180335314,0.6678098829456579,0.6824336822391411,1.0,1.0,1.0,1.0117468571421517,1.5146424587659897,1.4750328540113107,0.0,0.0,0.0
abmuya,15,linear,10.0,0.8664056019326329,0.8432381190643766,0.8401506062648441,1.0,1.0,1.0,1.0293747556060528,1.1688133658618627,1.1869371817784224,0.0,0.0,0.0
abmuya,15,nearest,10.0,0.8274181170056115,0.7002375236303673,0.7095001867285259,1.0,1.0,1.0,0.9492860845578163,1.4101701160934441,1.3830005896242608,0.0,0.0,0.0
abniar,15,linear,10.0,0.8539429499353188,0.8236148739809217,0.8118870520550574,1.0,1.0,1.0,1.196887234239682,1.3930724985192946,1.4664118448062844,0.0,0.0,0.0
abniar,15,nearest,10.0,0.8351201812069251,0.7372856398706135,0.7346677890458059,1.0,1.0,1.0,0.9198296120363995,1.2635738727436387,1.274303346566806,0.0,0.0,0.0
abnovk,15,linear,10.0,0.8830261513059283,0.8578084092871114,0.8541994388790237,1.0,1.0,1.0,0.9399461328424723,1.0997012589963424,1.1219201996529091,0.0,0.0,0.0
abnovk,15,nearest,10.0,0.8207426921908451,0.6877346462439513,0.6998883240280603,1.0,1.0,1.0,0.9968312141346379,1.4389353107531917,1.4119541948181846,0.0,0.0,0.0
abtyff,15,linear,10.0,0.8661162439086136,0.8449583365575031,0.8425168556852867,1.0,1.0,1.0,1.0127462118249024,1.1373518234505313,1.151401974325057,0.0,0.0,0.0
abtyff,15,nearest,10.0,0.8096920014352864,0.5690592693862055,0.5981263265710224,1.0,1.0,1.0,1.0827313216556274,1.8480764191080494,1.775783423835045,0.0,0.0,0.0
abwecn,15,linear,10.0,0.8878252652058538,0.8655819700790708,0.8572415503142241,1.0,1.0,1.0,0.9446953827175302,1.09458787347552,1.1491592475638435,0.0,0.0,0.0
